# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Sep 26 16:49:42 EAT 2024 [seed=1727358581515]
# ../beast_run/timetree_beast.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.Kenyan.Other	location.rates.Other.Kenyan	location.indicators.Kenyan.Other	location.indicators.Other.Kenyan	location.nonZeroRates	location.branchRates	location.treeLikelihood
148000	-231.29905915497142	-45.0713695653407	-186.22768958963073	0.2656256403098344	0.2656256403098345	3.165775166553636	0.04641756118688108	1.0	1.0	2.0	0.0	-186.22768958963073
149000	-238.3917491413762	-57.51414597711321	-180.877603164263	0.31153934488278057	0.3115393448827796	8.05199713383333	0.12564234071410937	1.0	1.0	2.0	0.0	-180.877603164263
150000	-233.23132854133354	-40.26120357915234	-192.97012496218122	0.244523486575055	0.24452348657505485	1.7279154774561305	0.11547614961700661	1.0	1.0	2.0	0.0	-192.97012496218122
151000	-229.30879078209054	-46.548573670389935	-182.7602171117006	0.2884493208631569	0.2884493208631564	0.9612251250098448	0.009607183632955821	1.0	1.0	2.0	0.0	-182.7602171117006
152000	-230.5945415728886	-45.34389133163015	-185.25065024125846	0.2670309837772028	0.2670309837772015	3.2403915628528717	0.015255779944938638	1.0	1.0	2.0	0.0	-185.25065024125846
153000	-228.4540991789092	-38.22734689740379	-190.2267522815054	0.23811195407515892	0.2381119540751582	0.8530352010605721	0.0028103289465974414	1.0	1.0	2.0	0.0	-190.2267522815054
154000	-231.44739512027712	-40.07577228779192	-191.3716228324852	0.24227103223962662	0.2422710322396265	1.9531086231860755	0.0723940452768826	1.0	1.0	2.0	0.0	-191.3716228324852
155000	-230.96197069341224	-43.126477818010606	-187.83549287540163	0.2643533140686614	0.2643533140686614	1.428560057578762	0.046138696546358125	1.0	1.0	2.0	0.0	-187.83549287540163
156000	-230.93669558408902	-51.07773618778061	-179.85895939630842	0.3131451675606456	0.3131451675606454	1.4598156575044736	0.02011344226924181	1.0	1.0	2.0	0.0	-179.85895939630842
157000	-232.28571546423842	-51.327820809416394	-180.95789465482204	0.2974196678111705	0.2974196678111702	4.275579726608893	0.013886069364661403	1.0	1.0	2.0	0.0	-180.95789465482204
158000	-235.50085372381926	-40.744343528733054	-194.7565101950862	0.21649749534744064	0.21649749534744017	6.851449472292961	0.05149279306953173	1.0	1.0	2.0	0.0	-194.7565101950862
159000	-229.38959087471792	-45.41514179669486	-183.97444907802307	0.2792509552595829	0.27925095525958304	1.3332179290826547	0.0024263919353682798	1.0	1.0	2.0	0.0	-183.97444907802307
160000	-232.63146809382692	-44.675685165306454	-187.95578292852048	0.2590233977563691	0.25902339775636796	3.8495857945814698	0.04325987391028773	1.0	1.0	2.0	0.0	-187.95578292852048
161000	-230.71709465965768	-46.34136684420995	-184.37572781544773	0.281878463341106	0.28187846334110533	1.8094288744878662	0.02441412383365372	1.0	1.0	2.0	0.0	-184.37572781544773
162000	-234.71034846419482	-44.71363784759438	-189.99671061660044	0.27633320815408435	0.2763332081540842	1.0196651745446856	0.08983399940350212	1.0	1.0	2.0	0.0	-189.99671061660044
163000	-230.175104218677	-44.39118473650153	-185.78391948217546	0.2662687404987468	0.26626874049874594	2.4033449380641296	0.023837656500016884	1.0	1.0	2.0	0.0	-185.78391948217546
164000	-230.31929247379247	-48.86340793478086	-181.4558845390116	0.2924187327049938	0.2924187327049932	2.631389821839175	0.007891877512656395	1.0	1.0	2.0	0.0	-181.4558845390116
165000	-230.0685927721113	-43.22385499132853	-186.84473778078276	0.2567489828607985	0.25674898286079845	2.7994033740443576	0.012475342513851765	1.0	1.0	2.0	0.0	-186.84473778078276
166000	-229.46669372734596	-44.31011495595466	-185.1565787713913	0.2741792955107226	0.27417929551072207	1.0449713011367845	0.011955718475863561	1.0	1.0	2.0	0.0	-185.1565787713913
167000	-230.4020071884893	-33.747355154424575	-196.65465203406472	0.21086173371746553	0.21086173371746514	0.811452600960905	0.015722733449756533	1.0	1.0	2.0	0.0	-196.65465203406472
168000	-231.32023066412881	-48.05995427307316	-183.26027639105564	0.2899085309347374	0.2899085309347366	2.2220660345981753	0.022516088960676705	1.0	1.0	2.0	0.0	-183.26027639105564
169000	-229.9039819729129	-48.64689418096864	-181.25708779194426	0.2966955821037905	0.29669558210378993	1.7263177181236617	1.048192684339476E-4	1.0	1.0	2.0	0.0	-181.25708779194426
170000	-230.4977097882791	-42.86164894597835	-187.63606084230076	0.2666274063173243	0.2666274063173247	0.808509675928	0.030675882284118345	1.0	1.0	2.0	0.0	-187.63606084230076
171000	-233.90227134076576	-57.901155905092466	-176.0011154356733	0.34555940773751476	0.3455594077375146	3.0173775201457116	0.014143783705199598	1.0	1.0	2.0	0.0	-176.0011154356733
172000	-228.35169008953756	-44.45331979796714	-183.89837029157042	0.27527799947667436	0.27527799947667436	1.0205698495212785	5.393356396895665E-4	1.0	1.0	2.0	0.0	-183.89837029157042
173000	-229.37755047325567	-38.87951857050712	-190.49803190274855	0.2456025960061806	0.24560259600618115	0.28144196606862476	0.004196963254911643	1.0	1.0	2.0	0.0	-190.49803190274855
174000	-228.6829238317911	-36.0092728139669	-192.6736510178242	0.22529539296976409	0.22529539296976397	0.7266545027396536	0.00378408067664481	1.0	1.0	2.0	0.0	-192.6736510178242
175000	-229.83444594748508	-39.26097887363279	-190.5734670738523	0.23980570855908767	0.2398057085590874	1.6031953093969102	0.009840623686513245	1.0	1.0	2.0	0.0	-190.5734670738523
176000	-231.42447266873245	-31.381299584008914	-200.04317308472352	0.197278589364131	0.19727858936413076	0.6666591710682312	0.016268124731041878	1.0	1.0	2.0	0.0	-200.04317308472352
177000	-229.2668781367754	-39.361571835245755	-189.90530630152963	0.2411232924734928	0.24112329247349243	1.4809296755176853	0.017670578882714384	1.0	1.0	2.0	0.0	-189.90530630152963
178000	-231.25352475812434	-41.09413171972638	-190.15939303839798	0.23844797862164338	0.23844797862164316	3.6580629363890074	0.00972207490206195	1.0	1.0	2.0	0.0	-190.15939303839798
179000	-228.88225970408877	-44.71797279602297	-184.1642869080658	0.27305206825619016	0.27305206825619005	1.646967852802262	0.001495609173056208	1.0	1.0	2.0	0.0	-184.1642869080658
180000	-228.44815985335495	-44.23844788452618	-184.20971196882877	0.27783454253816287	0.277834542538163	0.38442206083714625	0.005283149911298613	1.0	1.0	2.0	0.0	-184.20971196882877
181000	-230.07560948625962	-47.85400718363182	-182.2216023026278	0.28559087591014004	0.2855908759101409	2.739532288148578	0.0022654188131846303	1.0	1.0	2.0	0.0	-182.2216023026278
182000	-231.81838214013092	-37.80548514735082	-194.0128969927801	0.22513276117578154	0.22513276117578163	2.5129227810490256	0.04029241223709898	1.0	1.0	2.0	0.0	-194.0128969927801
183000	-231.547095965707	-47.09047218895283	-184.45662377675416	0.2847705657813023	0.28477056578130183	2.0713417569175268	0.04052745892739723	1.0	1.0	2.0	0.0	-184.45662377675416
184000	-231.07490947891287	-48.111949362046374	-182.9629601168665	0.28414460878211706	0.2841446087821157	3.2322689622416876	0.003031811341408493	1.0	1.0	2.0	0.0	-182.9629601168665
185000	-230.7087262708185	-48.63227804452531	-182.0764482262932	0.29645038709962857	0.2964503870996279	1.7363560136151934	0.015369558884162112	1.0	1.0	2.0	0.0	-182.0764482262932
186000	-229.815042039835	-47.911466682078164	-181.90357535775684	0.2987954048623641	0.2987954048623632	0.6359344596205325	0.013211157855671372	1.0	1.0	2.0	0.0	-181.90357535775684
187000	-229.53187415616375	-44.16704794430527	-185.36482621185849	0.26876910977185714	0.26876910977185703	1.7880863434676848	0.007426957228462594	1.0	1.0	2.0	0.0	-185.36482621185849
188000	-228.57882802247445	-46.76766261815823	-181.81116540431623	0.2893448818018384	0.28934488180183765	1.0414534927127423	0.0026251213544260035	1.0	1.0	2.0	0.0	-181.81116540431623
189000	-229.28855753298896	-49.11501201930841	-180.17354551368055	0.30884838977698226	0.30884838977698276	0.21380527922193865	0.0026041806702420886	1.0	1.0	2.0	0.0	-180.17354551368055
190000	-234.1373986519983	-51.69104460803972	-182.4463540439586	0.2957306362238707	0.2957306362238709	4.844996698950136	0.08267704005457102	1.0	1.0	2.0	0.0	-182.4463540439586
191000	-233.34225569094525	-48.2008342137194	-185.14142147722583	0.27213173325348855	0.27213173325348816	5.26345483512178	0.01784243511760817	1.0	1.0	2.0	0.0	-185.14142147722583
192000	-229.41416659009587	-46.636298331248646	-182.77786825884723	0.28503705409595836	0.28503705409595764	1.6136719003105928	6.192098610788082E-4	1.0	1.0	2.0	0.0	-182.77786825884723
193000	-231.1609890412111	-52.02827606953737	-179.13271297167373	0.31886965436893344	0.31886965436893266	1.478445296229858	0.02063725895670182	1.0	1.0	2.0	0.0	-179.13271297167373
194000	-230.95494497578522	-47.50238022198262	-183.4525647538026	0.2778099025966194	0.2778099025966193	3.6539199840619174	0.003731893501365709	1.0	1.0	2.0	0.0	-183.4525647538026
195000	-229.00447039450216	-38.88030876010963	-190.12416163439255	0.2417234763895442	0.24172347638954356	0.9076345330387309	0.011758070639222618	1.0	1.0	2.0	0.0	-190.12416163439255
196000	-231.7607160643455	-43.07183533328024	-188.68888073106527	0.2537853232793909	0.2537853232793905	3.0842711760412045	0.05889745546611054	1.0	1.0	2.0	0.0	-188.68888073106527
197000	-229.88215430881942	-42.405396483786035	-187.4767578250334	0.2565199918746437	0.2565199918746434	2.0154859452394507	0.015275407533885961	1.0	1.0	2.0	0.0	-187.4767578250334
198000	-230.13006324690872	-49.247260169760416	-180.8828030771483	0.30048298385110256	0.30048298385110184	1.7089899649227775	0.0012305810178957358	1.0	1.0	2.0	0.0	-180.8828030771483
199000	-232.68465544942325	-41.04224196636456	-191.6424134830587	0.24990606363313447	0.2499060636331342	1.6454479834863631	0.10085496287671028	1.0	1.0	2.0	0.0	-191.6424134830587
200000	-233.73407910358168	-55.20773676148487	-178.5263423420968	0.3253509426187805	0.32535094261877945	3.602054770974285	0.022163050373702985	1.0	1.0	2.0	0.0	-178.5263423420968
201000	-233.73953954441964	-39.21800858412924	-194.5215309602904	0.2334488206744064	0.23344882067440564	2.504217467522782	0.10350231287831828	1.0	1.0	2.0	0.0	-194.5215309602904
202000	-230.23010260301302	-44.1539214425197	-186.07618116049332	0.2770779372272754	0.27707793722727486	0.42271057397768674	0.005735824448294949	1.0	1.0	2.0	0.0	-186.07618116049332
203000	-228.00009184981187	-40.19731098820378	-187.80278086160808	0.2545078457225607	0.2545078457225601	0.15027074597262213	5.393382886013827E-4	1.0	1.0	2.0	0.0	-187.80278086160808
204000	-232.6245557045868	-51.60243692037088	-181.02211878421593	0.30374584036609403	0.30374584036609364	3.5316978797334504	0.002588261884692086	1.0	1.0	2.0	0.0	-181.02211878421593
205000	-228.2407754955729	-34.2354565357637	-194.00531895980922	0.21813601510860323	0.21813601510860275	0.12623595898346351	5.129109225448414E-5	1.0	1.0	2.0	0.0	-194.00531895980922
206000	-231.46451327397284	-49.13951607756675	-182.3249971964061	0.2918841910257402	0.2918841910257404	2.9685744699823227	0.033855503100833344	1.0	1.0	2.0	0.0	-182.3249971964061
207000	-229.4279592869664	-47.94265148817798	-181.48530779878843	0.3005493211773369	0.3005493211773365	0.39065006476735464	0.004163164873049764	1.0	1.0	2.0	0.0	-181.48530779878843
208000	-230.0736728118585	-44.057241707558724	-186.01643110429978	0.2631200539792457	0.2631200539792451	2.5824447569660274	0.02405866715604978	1.0	1.0	2.0	0.0	-186.01643110429978
209000	-230.49154968050283	-46.206809922083146	-184.28473975841968	0.28802673623995106	0.2880267362399508	0.6743483485530309	0.023540045999561412	1.0	1.0	2.0	0.0	-184.28473975841968
210000	-228.89633969975216	-47.86644905917939	-181.02989064057277	0.2971245808727223	0.29712458087272237	0.8733868700251057	0.002747874074163436	1.0	1.0	2.0	0.0	-181.02989064057277
211000	-227.9898467823583	-38.98672245984427	-189.00312432251405	0.2459321882691339	0.24593218826913268	0.3353854218816015	0.0036829920218838966	1.0	1.0	2.0	0.0	-189.00312432251405
212000	-228.69025788586112	-40.329738225984734	-188.3605196598764	0.2521243108923695	0.25212431089236864	0.6635136371922411	0.008463243854794645	1.0	1.0	2.0	0.0	-188.3605196598764
213000	-234.63866095649345	-51.599887616402036	-183.0387733400914	0.2965604127322059	0.2965604127322058	4.586854161399797	0.11456812834078868	1.0	1.0	2.0	0.0	-183.0387733400914
214000	-229.0034494613548	-40.18787860566954	-188.81557085568525	0.24476227530098058	0.2447622753009807	1.7288577013690418	0.002247304711523443	1.0	1.0	2.0	0.0	-188.81557085568525
215000	-233.7096544590172	-39.10645577294832	-194.60319868606888	0.23921447086273367	0.2392144708627332	1.4556853722993877	0.0993218753290169	1.0	1.0	2.0	0.0	-194.60319868606888
216000	-230.15410900469683	-35.96423026125772	-194.18987874343912	0.21948292063291625	0.21948292063291572	1.622611060313651	0.01235883726980072	1.0	1.0	2.0	0.0	-194.18987874343912
217000	-230.4506117771532	-40.83050517139587	-189.62010660575734	0.2431326469411639	0.24313264694116318	2.6176299339696607	0.022007306489669053	1.0	1.0	2.0	0.0	-189.62010660575734
218000	-234.70943312235153	-52.720902940036304	-181.98853018231523	0.31316282948879026	0.3131628294887906	2.976024597059105	0.14419736706285788	1.0	1.0	2.0	0.0	-181.98853018231523
219000	-231.46021549579004	-42.837729070778636	-188.6224864250114	0.2560684439652905	0.25606844396529055	2.476649279299783	0.0600789252034596	1.0	1.0	2.0	0.0	-188.6224864250114
220000	-232.58818076331892	-38.80343989826885	-193.78474086505008	0.22464257571460314	0.22464257571460255	3.6031817521535543	0.028056662964526895	1.0	1.0	2.0	0.0	-193.78474086505008
221000	-228.99279834229907	-42.76719286738369	-186.22560547491537	0.2622040064607504	0.26220400646075065	1.455018996897593	0.010772836113816044	1.0	1.0	2.0	0.0	-186.22560547491537
222000	-229.48302579632121	-40.86538401287163	-188.61764178344959	0.25280460521414044	0.2528046052141397	1.083356127455939	0.013310289355374713	1.0	1.0	2.0	0.0	-188.61764178344959
223000	-228.15347884282897	-42.45323538995255	-185.70024345287644	0.2656802953584814	0.2656802953584812	0.5833136671256839	0.0018360007890209661	1.0	1.0	2.0	0.0	-185.70024345287644
224000	-229.43230702689812	-46.43662043884897	-182.99568658804915	0.2858677820210515	0.2858677820210513	1.2704109832679804	0.00890033782311662	1.0	1.0	2.0	0.0	-182.99568658804915
225000	-232.35126012521303	-43.65115069994019	-188.70010942527284	0.24659095955568305	0.24659095955568314	4.876466996759984	0.019550958412016557	1.0	1.0	2.0	0.0	-188.70010942527284
226000	-229.3424860647099	-38.79258019432522	-190.5499058703847	0.23740453939727568	0.2374045393972747	1.518805743511417	0.017739332802787226	1.0	1.0	2.0	0.0	-190.5499058703847
227000	-231.6602547876572	-32.10221970421251	-199.5580350834447	0.19718915192355788	0.1971891519235578	1.404050799947252	0.014433495654868803	1.0	1.0	2.0	0.0	-199.5580350834447
228000	-238.23465899230436	-49.92028060455476	-188.3143783877496	0.2524254054099913	0.2524254054099914	10.197440344764644	0.01596984172666842	1.0	1.0	2.0	0.0	-188.3143783877496
229000	-232.69387659313168	-47.990613760889026	-184.70326283224264	0.2822638295050631	0.28226382950506235	3.3341594965697765	0.08615716513490716	1.0	1.0	2.0	0.0	-184.70326283224264
230000	-230.79381466264158	-35.636252553008354	-195.15756210963323	0.21466843080521958	0.21466843080521913	2.093602084661249	1.9003603846934678E-4	1.0	1.0	2.0	0.0	-195.15756210963323
231000	-227.9852068813275	-42.314614048454025	-185.6705928328735	0.26435200635024736	0.2643520063502463	0.6589148502374416	0.004133307207481563	1.0	1.0	2.0	0.0	-185.6705928328735
232000	-232.7794139302255	-50.461156389213336	-182.31825754101217	0.2955259012101698	0.2955259012101696	3.7042340429552185	0.026884630226530322	1.0	1.0	2.0	0.0	-182.31825754101217
233000	-228.80455755990994	-46.27133309028848	-182.53322446962144	0.2829214523237281	0.28292145232372834	1.592566537855375	0.0013497868899117545	1.0	1.0	2.0	0.0	-182.53322446962144
234000	-232.98226868002985	-47.833244928427135	-185.1490237516027	0.2760800332974091	0.27608003329740927	4.204627929468393	0.06572813625144913	1.0	1.0	2.0	0.0	-185.1490237516027
235000	-231.09552119788032	-45.52695115942926	-185.56857003845104	0.2729551667210894	0.2729551667210887	2.4570738041342253	0.016158258471288094	1.0	1.0	2.0	0.0	-185.56857003845104
236000	-229.20849479230748	-48.73842116198349	-180.47007363032398	0.3010960411552785	0.30109604115527805	1.0952659083560388	0.006320826584411656	1.0	1.0	2.0	0.0	-180.47007363032398
237000	-231.2444262408672	-46.852018043346554	-184.39240819752064	0.2743699985717023	0.27436999857170247	3.538215707121223	0.029540694714936234	1.0	1.0	2.0	0.0	-184.39240819752064
238000	-227.65349202729146	-39.92056849126229	-187.73292353602918	0.24889207475743189	0.24889207475743141	0.7899705032397322	6.560650942461159E-5	1.0	1.0	2.0	0.0	-187.73292353602918
239000	-229.72379233082904	-34.55867243783379	-195.16511989299525	0.21338640892659155	0.2133864089265916	1.2172493255502732	0.008516901621879795	1.0	1.0	2.0	0.0	-195.16511989299525
240000	-228.31081945490664	-37.405751477181276	-190.90506797772537	0.23366629480663398	0.23366629480663323	0.7570435375557194	0.0029141599884193055	1.0	1.0	2.0	0.0	-190.90506797772537
241000	-228.77830759895403	-44.94780139696469	-183.83050620198932	0.2754705806145702	0.27547058061456997	1.4788607822456836	0.005351679421040509	1.0	1.0	2.0	0.0	-183.83050620198932
242000	-231.01445008198175	-38.705008167447396	-192.30944191453435	0.23412720320702363	0.23412720320702285	1.9273632517184014	0.05660434534387244	1.0	1.0	2.0	0.0	-192.30944191453435
243000	-231.2192519601864	-49.00734632550997	-182.21190563467644	0.3039670486388476	0.30396704863884727	0.8766259403842778	0.026564553506354928	1.0	1.0	2.0	0.0	-182.21190563467644
244000	-233.96828177382903	-43.785419034862144	-190.1828627389669	0.23950875572000682	0.23950875572000632	6.130062554297582	0.0558780840790347	1.0	1.0	2.0	0.0	-190.1828627389669
245000	-232.60460137941644	-39.553983834305	-193.05061754511144	0.23541735816172765	0.23541735816172768	2.5089136723409835	0.1134122930707777	1.0	1.0	2.0	0.0	-193.05061754511144
246000	-232.63856239348098	-57.537209091402275	-175.1013533020787	0.3556962088162707	0.35569620881627045	1.01683965239007	0.0030383867244035212	1.0	1.0	2.0	0.0	-175.1013533020787
247000	-231.37945575431945	-46.498165094632725	-184.88129065968673	0.28461549279132786	0.28461549279132803	1.4920958341933626	0.05272398094218004	1.0	1.0	2.0	0.0	-184.88129065968673
248000	-233.40579597691027	-40.1718970119979	-193.23389896491236	0.22975262438985047	0.22975262438985045	4.052545788123033	0.11257298493974048	1.0	1.0	2.0	0.0	-193.23389896491236
249000	-227.84721877822577	-40.70071786721016	-187.1465009110156	0.25450596832548505	0.2545059683254847	0.6533737353695691	0.0011494022025836442	1.0	1.0	2.0	0.0	-187.1465009110156
250000	-231.3356396969386	-43.26871894181196	-188.06692075512666	0.25954647417457877	0.2595464741745784	2.3374377179645256	0.06315502377499681	1.0	1.0	2.0	0.0	-188.06692075512666
251000	-230.10464508350995	-50.04586914719471	-180.05877593631524	0.3097343444595001	0.30973434445950077	1.0017363216033885	0.0013531151157308836	1.0	1.0	2.0	0.0	-180.05877593631524
252000	-230.0687556601991	-42.531352552414035	-187.53740310778505	0.25308466934838575	0.2530846693483854	2.69786339893012	0.019094048566241417	1.0	1.0	2.0	0.0	-187.53740310778505
253000	-232.18402119985004	-52.30692854319645	-179.8770926566536	0.3119404765343804	0.31194047653437945	2.861425116007179	0.04372326326571165	1.0	1.0	2.0	0.0	-179.8770926566536
254000	-228.0314405736434	-44.72876013042943	-183.30268044321397	0.2778417389643782	0.27784173896437736	0.8785480671033566	2.969514280265238E-4	1.0	1.0	2.0	0.0	-183.30268044321397
255000	-231.40939577210298	-44.103377812454674	-187.3060179596483	0.2627279581752979	0.26272795817529737	2.6999159444781147	0.016643660432215882	1.0	1.0	2.0	0.0	-187.3060179596483
256000	-231.151770446415	-46.989626936703615	-184.16214350971137	0.273736058751986	0.27373605875198587	3.807587500179534	0.0010747073054654898	1.0	1.0	2.0	0.0	-184.16214350971137
257000	-232.20154504169312	-46.535336872598144	-185.66620816909497	0.27084067729542677	0.27084067729542677	3.74108400169768	0.08510847605909011	1.0	1.0	2.0	0.0	-185.66620816909497
258000	-229.50262837019076	-42.52580296198162	-186.97682540820915	0.25620885207796695	0.2562088520779667	2.1994850342739856	0.0024204362439485395	1.0	1.0	2.0	0.0	-186.97682540820915
259000	-228.78630605178589	-44.89849368261917	-183.8878123691667	0.27782335927923174	0.27782335927923074	1.041943993874128	0.009628986523543668	1.0	1.0	2.0	0.0	-183.8878123691667
260000	-233.8115729130481	-45.27229749360986	-188.53927541943824	0.2832608134631045	0.28326081346310383	0.49732585872599727	0.04227765640051805	1.0	1.0	2.0	0.0	-188.53927541943824
261000	-232.17832538496828	-49.776474556575565	-182.4018508283927	0.2946872333352881	0.29468723333528796	3.122685858760941	0.06029801232568758	1.0	1.0	2.0	0.0	-182.4018508283927
262000	-229.36899156625415	-46.28525635203449	-183.08373521421967	0.27960204716614523	0.27960204716614445	2.145932982864594	0.0026297690514845732	1.0	1.0	2.0	0.0	-183.08373521421967
263000	-235.77737616103587	-52.839272074466706	-182.93810408656915	0.29437171365921616	0.29437171365921583	6.133328380413147	0.1638251361296835	1.0	1.0	2.0	0.0	-182.93810408656915
264000	-231.7681388650338	-47.201792223577435	-184.56634664145636	0.2843880777868253	0.28438807778682534	2.2699917053890677	0.015495990554052222	1.0	1.0	2.0	0.0	-184.56634664145636
265000	-229.92178984367953	-44.19405406265093	-185.7277357810286	0.2660349916465135	0.2660349916465134	2.250577541458416	0.017575094410910267	1.0	1.0	2.0	0.0	-185.7277357810286
266000	-229.47503644823328	-39.59071331793778	-189.8843231302955	0.24750422996207827	0.24750422996207677	0.6669644812733982	0.019621697179976305	1.0	1.0	2.0	0.0	-189.8843231302955
267000	-229.38104054567611	-44.20975530754594	-185.17128523813017	0.27026328761751817	0.2702632876175179	1.5768112829488492	0.01789564759281157	1.0	1.0	2.0	0.0	-185.17128523813017
268000	-230.5652480296368	-44.56935905681062	-185.99588897282618	0.273225597949241	0.2732255979492405	1.4582777078243403	0.013295272255936066	1.0	1.0	2.0	0.0	-185.99588897282618
269000	-229.5320437346375	-46.45460241658895	-183.07744131804856	0.28312228245741644	0.2831222824574168	1.73614487632613	0.008328250428668908	1.0	1.0	2.0	0.0	-183.07744131804856
270000	-232.11336833454874	-36.250519276289324	-195.86284905825943	0.22343980526756077	0.22343980526756035	1.2139659385590917	0.06082635953191044	1.0	1.0	2.0	0.0	-195.86284905825943
271000	-229.32727516349965	-41.83917865364695	-187.4880965098527	0.25184493809591885	0.2518449380959184	2.2261242687454055	8.598979075014249E-4	1.0	1.0	2.0	0.0	-187.4880965098527
272000	-228.1556719139463	-35.59222251000881	-192.56344940393748	0.2246255643536941	0.22462556435369418	0.4211729130934239	0.0016268468910809963	1.0	1.0	2.0	0.0	-192.56344940393748
273000	-230.07215323156942	-39.64591767973227	-190.42623555183715	0.23919007250860716	0.2391900725086066	2.083074332696633	0.015376881157393545	1.0	1.0	2.0	0.0	-190.42623555183715
274000	-229.72435709358075	-36.66113129827745	-193.0632257953033	0.22468719489975203	0.22468719489975186	1.4709322233258422	0.010709252156266823	1.0	1.0	2.0	0.0	-193.0632257953033
275000	-228.67511067372902	-36.74934195920248	-191.92576871452655	0.23139731276785727	0.2313973127678569	0.4708677718108221	0.0031374365103365733	1.0	1.0	2.0	0.0	-191.92576871452655
276000	-234.37669062474626	-47.51879629864501	-186.85789432610125	0.26962808509931113	0.26962808509931074	4.834215291237893	0.1730529255462814	1.0	1.0	2.0	0.0	-186.85789432610125
277000	-230.42520716696072	-52.85753976899075	-177.56766739796996	0.3291251870039444	0.3291251870039439	0.6587263955106398	0.0014217289616597411	1.0	1.0	2.0	0.0	-177.56766739796996
278000	-234.50254726448736	-34.454763876296795	-200.04778338819057	0.21434242404585674	0.214342424045856	0.8819632800362806	0.08362623910877588	1.0	1.0	2.0	0.0	-200.04778338819057
279000	-231.77299841097008	-42.01909527670861	-189.75390313426146	0.24713341444877013	0.24713341444877	3.098459844873648	0.0770037165476471	1.0	1.0	2.0	0.0	-189.75390313426146
280000	-232.5031155840851	-44.5028848215337	-188.00023076255138	0.25151334180043095	0.25151334180043095	4.909122758878172	0.03565310083589464	1.0	1.0	2.0	0.0	-188.00023076255138
281000	-230.02990974933215	-37.16990866842491	-192.86000108090724	0.22969688800836685	0.2296968880083663	1.1584075158984461	0.013824464212903897	1.0	1.0	2.0	0.0	-192.86000108090724
282000	-228.50923639398388	-42.672071069608236	-185.83716532437566	0.26286238301257847	0.26286238301257836	1.2561173277897397	0.0072212601675354735	1.0	1.0	2.0	0.0	-185.83716532437566
283000	-233.40571248630232	-46.07554742278996	-187.33016506351237	0.27146672124545096	0.2714667212454508	3.1269529861342193	0.1374275038822397	1.0	1.0	2.0	0.0	-187.33016506351237
284000	-232.30825400243583	-36.12586772243369	-196.18238628000213	0.21357411679061591	0.21357411679061605	2.721363193396045	0.04091521128548403	1.0	1.0	2.0	0.0	-196.18238628000213
285000	-229.7133749338417	-35.697433665699776	-194.01594126814192	0.22186980807618056	0.22186980807618087	0.9670437661771166	0.011146334135842088	1.0	1.0	2.0	0.0	-194.01594126814192
286000	-229.52878397180967	-37.3659657725737	-192.16281819923597	0.2278164865113637	0.22781648651136338	1.668338169818612	0.007031058422705537	1.0	1.0	2.0	0.0	-192.16281819923597
287000	-230.4491190514919	-45.05475501132258	-185.3943640401693	0.2674018132713242	0.26740181327132323	2.882881503159605	0.023187638725269744	1.0	1.0	2.0	0.0	-185.3943640401693
288000	-230.96069261575752	-53.40317762887655	-177.55751498688096	0.33228590835759386	0.33228590835759325	0.6884185943921087	0.0033335365119524724	1.0	1.0	2.0	0.0	-177.55751498688096
289000	-231.43167759711352	-41.532734341655335	-189.8989432554582	0.2559190620009237	0.25591906200092285	1.2037423934735898	0.05235125566968852	1.0	1.0	2.0	0.0	-189.8989432554582
290000	-232.9487554869114	-41.19815823931395	-191.75059724759745	0.2394746981230272	0.23947469812302732	3.5190787376206334	0.08515956524295426	1.0	1.0	2.0	0.0	-191.75059724759745
291000	-230.7401978495345	-34.47342590280585	-196.26677194672865	0.20896197459301719	0.2089619745930166	1.848398102243263	0.015462119337016644	1.0	1.0	2.0	0.0	-196.26677194672865
292000	-231.69877659697156	-46.96186643110647	-184.73691016586508	0.2825776141734927	0.28257761417349314	2.324073171630511	0.016383683410813178	1.0	1.0	2.0	0.0	-184.73691016586508
293000	-233.6814873166976	-34.78358012594184	-198.89790719075577	0.21019077572548342	0.21019077572548286	1.9007963971636246	0.0723021106116198	1.0	1.0	2.0	0.0	-198.89790719075577
294000	-229.82100497737568	-49.12895945155228	-180.6920455258234	0.3010187829489333	0.3010187829489327	1.4965309240818234	0.008170245201102471	1.0	1.0	2.0	0.0	-180.6920455258234
295000	-228.73871262861118	-33.567237609831274	-195.17147501877992	0.21225717187038487	0.21225717187038473	0.4187777476102832	1.4921381045548013E-4	1.0	1.0	2.0	0.0	-195.17147501877992
296000	-232.2787146341533	-42.373839752740075	-189.9048748814132	0.24180599198920658	0.24180599198920552	4.391327964524898	0.008130075136932728	1.0	1.0	2.0	0.0	-189.9048748814132
297000	-230.82489349491235	-51.45084633121443	-179.37404716369792	0.30988665087910133	0.3098866508791008	2.3729394672979174	0.010341754781549006	1.0	1.0	2.0	0.0	-179.37404716369792
298000	-232.88597105235104	-51.57176582506687	-181.31420522728416	0.2973877405601718	0.2973877405601706	4.510673034151932	0.02793556911518574	1.0	1.0	2.0	0.0	-181.31420522728416
