# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Thu Sep 26 16:49:42 EAT 2024 [seed=1727358581515]
# ../beast_run/timetree_beast.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.Kenyan.Other	location.rates.Other.Kenyan	location.indicators.Kenyan.Other	location.indicators.Other.Kenyan	location.nonZeroRates	location.branchRates	location.treeLikelihood
299000	-229.16786162894914	-34.0692684872406	-195.09859314170853	0.2123263703553735	0.21232637035537316	0.9093298536933296	3.15753492524037E-4	1.0	1.0	2.0	0.0	-195.09859314170853
300000	-232.96349881920037	-46.03841267089605	-186.9250861483043	0.2737018729801839	0.2737018729801834	2.769865432018441	0.09315296414085578	1.0	1.0	2.0	0.0	-186.9250861483043
301000	-227.99378741708273	-37.66854733839548	-190.32524007868724	0.23893310380127286	0.23893310380127272	0.16198190413460603	0.0010391900636815526	1.0	1.0	2.0	0.0	-190.32524007868724
302000	-231.11053845541852	-34.25708563083791	-196.85345282458061	0.2116059834175209	0.21160598341752035	1.2027611715858462	0.012469538642213838	1.0	1.0	2.0	0.0	-196.85345282458061
303000	-231.39622765772268	-46.923115426403655	-184.47311223131902	0.28810753121523386	0.28810753121523347	1.3569430722292521	0.04409291311622064	1.0	1.0	2.0	0.0	-184.47311223131902
304000	-232.95347900894416	-47.18756475254474	-185.7659142563994	0.26848099207341847	0.2684809920734183	4.800087884126142	0.06289999768677765	1.0	1.0	2.0	0.0	-185.7659142563994
305000	-229.75300081539805	-38.18022742413265	-191.5727733912654	0.23217135856380453	0.232171358563804	1.760023939372756	0.01848280802658848	1.0	1.0	2.0	0.0	-191.5727733912654
306000	-233.8932253780902	-35.25071143024211	-198.64251394784807	0.20802790494105833	0.20802790494105808	2.705951405051339	0.08793157258074755	1.0	1.0	2.0	0.0	-198.64251394784807
307000	-232.21099108145833	-43.69900946346257	-188.51198161799576	0.24791642754071988	0.24791642754071944	4.721226868947733	0.006410212864244325	1.0	1.0	2.0	0.0	-188.51198161799576
308000	-230.51471095908875	-45.08996953445522	-185.42474142463354	0.27577283314620543	0.2757728331462044	1.5443336320282552	0.032799763338698065	1.0	1.0	2.0	0.0	-185.42474142463354
309000	-230.00957473515285	-47.18594310313588	-182.82363163201697	0.29258047377089036	0.29258047377088936	0.9174429620681859	0.018037722793367357	1.0	1.0	2.0	0.0	-182.82363163201697
310000	-228.60401102342666	-39.35924971683953	-189.24476130658715	0.2426710894607865	0.24267108946078622	1.2387395130538479	0.004958451927941033	1.0	1.0	2.0	0.0	-189.24476130658715
311000	-229.2170184823129	-40.3128141405785	-188.9042043417344	0.24566410369092068	0.24566410369092004	1.7023327736118723	0.0065664124364253045	1.0	1.0	2.0	0.0	-188.9042043417344
312000	-233.20165004866112	-44.135796420764656	-189.06585362789647	0.26067326974019833	0.26067326974019783	2.957700111993153	0.12625493362964824	1.0	1.0	2.0	0.0	-189.06585362789647
313000	-229.22176888923875	-38.11311769745765	-191.1086511917811	0.23524290662468217	0.23524290662468172	1.2014422481285403	0.008495844900098037	1.0	1.0	2.0	0.0	-191.1086511917811
314000	-231.58242712705731	-46.356742603267364	-185.22568452378997	0.275558010209063	0.275558010209063	2.81363197506075	0.06527638049114164	1.0	1.0	2.0	0.0	-185.22568452378997
315000	-228.22257878778422	-37.16232346002953	-191.06025532775467	0.2321943088087157	0.23219430880871553	0.755910767594267	9.44852085144641E-4	1.0	1.0	2.0	0.0	-191.06025532775467
316000	-234.2746918182807	-39.186639526013096	-195.0880522922676	0.21845209416015454	0.21845209416015465	4.909106018750678	0.11671362546987103	1.0	1.0	2.0	0.0	-195.0880522922676
317000	-230.1031126690109	-41.185395910513094	-188.9177167584978	0.2571795145660675	0.25717951456606747	0.6848517365840309	0.018362953072432336	1.0	1.0	2.0	0.0	-188.9177167584978
318000	-233.22346854365045	-50.04014956545486	-183.1833189781956	0.28909908318946287	0.28909908318946204	4.259020337953118	0.09757319842748702	1.0	1.0	2.0	0.0	-183.1833189781956
319000	-229.20869575952833	-45.589393246620034	-183.6193025129083	0.2797230085115411	0.2797230085115404	1.4209942515861305	0.011999853743691185	1.0	1.0	2.0	0.0	-183.6193025129083
320000	-229.98705147197487	-35.00588652684038	-194.98116494513448	0.21854082099713174	0.2185408209971316	0.8148115780403175	0.015756369663241163	1.0	1.0	2.0	0.0	-194.98116494513448
321000	-229.24477857411	-46.14135003980924	-183.10342853430075	0.282125575989998	0.2821255759899979	1.5907413397339232	0.0028319526212614164	1.0	1.0	2.0	0.0	-183.10342853430075
322000	-228.65504806468758	-39.787510481004894	-188.8675375836827	0.24379870071500392	0.2437987007150036	1.4831262036041575	0.0048339781572432315	1.0	1.0	2.0	0.0	-188.8675375836827
323000	-230.49016634607045	-42.29815773853109	-188.19200860753935	0.26508997227659037	0.26508997227658965	0.5070339567997728	0.01926304821599098	1.0	1.0	2.0	0.0	-188.19200860753935
324000	-229.69932530670616	-42.62946438577604	-187.06986092093013	0.2639260227625262	0.26392602276252564	1.0211072660047253	0.026232018282694492	1.0	1.0	2.0	0.0	-187.06986092093013
325000	-232.03124147923796	-35.32619106427444	-196.70505041496352	0.21175432093936525	0.2117543209393649	2.2405617570138374	0.01952388083819687	1.0	1.0	2.0	0.0	-196.70505041496352
326000	-229.9984003396397	-41.76370461659462	-188.23469572304506	0.2580072386795265	0.25800723867952563	1.1351534032045907	0.011400528138941518	1.0	1.0	2.0	0.0	-188.23469572304506
327000	-229.6414759095378	-43.51464452395236	-186.12683138558543	0.2654252651602447	0.2654252651602445	1.6611456591531681	0.02698376652269848	1.0	1.0	2.0	0.0	-186.12683138558543
328000	-231.53384240479662	-39.104704895518324	-192.4291375092783	0.2391678453977067	0.23916784539770575	1.4992062808338256	0.06165984380781854	1.0	1.0	2.0	0.0	-192.4291375092783
329000	-230.9334519009128	-41.14450170614156	-189.78895019477122	0.2461008517497476	0.24610085174974689	2.440600490130259	0.028729340449532237	1.0	1.0	2.0	0.0	-189.78895019477122
330000	-229.34878870568792	-42.68242078271627	-186.66636792297166	0.27013109290840653	0.27013109290840664	0.0862719886795166	0.0026442397834648902	1.0	1.0	2.0	0.0	-186.66636792297166
331000	-230.27425986039344	-39.77079521417937	-190.50346464621407	0.2397425380926392	0.23974253809263893	2.098599753764486	0.03456226729951988	1.0	1.0	2.0	0.0	-190.50346464621407
332000	-230.9135984020816	-49.39263267327606	-181.52096572880552	0.3028658893259297	0.3028658893259299	1.4446696705814404	0.0230404358534478	1.0	1.0	2.0	0.0	-181.52096572880552
333000	-232.92386051688004	-48.32102726086565	-184.60283325601438	0.2827149145337144	0.28271491453371445	3.5912553180312976	0.08599766472013275	1.0	1.0	2.0	0.0	-184.60283325601438
334000	-230.73973278156285	-36.10383412553921	-194.63589865602364	0.22437258902415927	0.22437258902415932	0.9576727765559115	0.018061376892580028	1.0	1.0	2.0	0.0	-194.63589865602364
335000	-229.0639311138508	-44.08778352073358	-184.97614759311722	0.27500076946204527	0.27500076946204505	0.6989956105826988	0.0017483648058647095	1.0	1.0	2.0	0.0	-184.97614759311722
336000	-228.2367898937748	-41.22383333842128	-187.01295655535353	0.2547931464412628	0.25479314644126294	1.1282911886243947	0.002513445721647348	1.0	1.0	2.0	0.0	-187.01295655535353
337000	-228.40750703802016	-41.37336998216335	-187.0341370558568	0.25728938222865094	0.25728938222865055	0.8638717724272559	0.009401568166687007	1.0	1.0	2.0	0.0	-187.0341370558568
338000	-232.56780785846217	-43.13210469884843	-189.43570315961375	0.2459918774243471	0.2459918774243469	4.432570259173179	0.04214194573545982	1.0	1.0	2.0	0.0	-189.43570315961375
339000	-231.27409268846299	-42.66231627627569	-188.6117764121873	0.2658201373022012	0.2658201373022011	0.7366283823513392	0.03480774606384406	1.0	1.0	2.0	0.0	-188.6117764121873
340000	-234.02048020778648	-34.06382452288896	-199.95665568489753	0.20903659243869555	0.2090365924386946	1.424625280642641	0.01743263006664617	1.0	1.0	2.0	0.0	-199.95665568489753
341000	-233.7843622268142	-38.95260847340196	-194.83175375341224	0.22110636799970293	0.22110636799970282	4.258286059214622	0.09980766188589345	1.0	1.0	2.0	0.0	-194.83175375341224
342000	-230.90338820854328	-37.34055168350549	-193.5628365250378	0.22797486625483274	0.22797486625483276	1.5768796226140362	0.047209907427787905	1.0	1.0	2.0	0.0	-193.5628365250378
343000	-230.1821551301544	-40.179098491619285	-190.0030566385351	0.24554861384904034	0.24554861384904014	1.563414577236711	0.030611781619353184	1.0	1.0	2.0	0.0	-190.0030566385351
344000	-229.10688935675708	-39.26450860975336	-189.84238074700372	0.24622699345889087	0.24622699345889032	0.5600793820862298	0.008677199514595007	1.0	1.0	2.0	0.0	-189.84238074700372
345000	-231.19953798889105	-42.25890744599696	-188.9406305428941	0.2506987878836809	0.25069878788368033	2.7684450450930953	0.06521620624620252	1.0	1.0	2.0	0.0	-188.9406305428941
346000	-228.31169811443368	-44.27541650567382	-184.03628160875985	0.2762489145354437	0.27624891453544353	0.6808494588654741	0.00416229630382367	1.0	1.0	2.0	0.0	-184.03628160875985
347000	-232.40532998352472	-34.6121424071158	-197.79318757640894	0.2030176129600989	0.20301761296009888	2.966850650985527	0.007910718751484235	1.0	1.0	2.0	0.0	-197.79318757640894
348000	-231.24571859404023	-41.4316849033574	-189.81403369068283	0.24704481459588937	0.24704481459588823	2.5441631272339627	0.058344546228767676	1.0	1.0	2.0	0.0	-189.81403369068283
349000	-231.03517851926995	-41.25965490358747	-189.7755236156825	0.2554081694997136	0.2554081694997132	1.0184960782399797	0.04783222423686768	1.0	1.0	2.0	0.0	-189.7755236156825
350000	-232.6211035293395	-47.9279404316339	-184.69316309770562	0.2684073263935696	0.2684073263935701	5.614202953137124	0.0011668222368082849	1.0	1.0	2.0	0.0	-184.69316309770562
351000	-233.91378413203674	-37.98651978280291	-195.92726434923384	0.2155450989837038	0.21554509898370336	4.192385082571241	0.10838783731609627	1.0	1.0	2.0	0.0	-195.92726434923384
352000	-230.4769446115123	-40.18587965949767	-190.29106495201464	0.2396663873628985	0.23966638736289794	2.5349173805269922	0.025757325662562818	1.0	1.0	2.0	0.0	-190.29106495201464
353000	-230.0397121622725	-45.25006301575508	-184.78964914651743	0.27621992782307303	0.27621992782307286	1.6495637801338578	0.01481728848991879	1.0	1.0	2.0	0.0	-184.78964914651743
354000	-231.23587317535726	-48.77644866578707	-182.45942450957017	0.3003228212149721	0.3003228212149715	1.230036800026901	0.0354442072404232	1.0	1.0	2.0	0.0	-182.45942450957017
355000	-228.9046861316532	-40.99606707561607	-187.90861905603714	0.2550252831058053	0.2550252831058048	0.8535426657522226	0.0116385409208918	1.0	1.0	2.0	0.0	-187.90861905603714
356000	-228.93056603887453	-39.5063145845992	-189.42425145427532	0.24357251188954204	0.24357251188954138	1.2367386353022907	0.0069332674170553225	1.0	1.0	2.0	0.0	-189.42425145427532
357000	-230.93116834045782	-50.438661127007315	-180.4925072134505	0.3037789136753766	0.3037789136753763	2.3431618524391533	0.02196528856942939	1.0	1.0	2.0	0.0	-180.4925072134505
358000	-232.2407142287101	-33.374539490244686	-198.86617473846542	0.20453400457199125	0.20453400457199114	1.457049708165932	0.032067149626512	1.0	1.0	2.0	0.0	-198.86617473846542
359000	-230.7427496429703	-37.910543510336105	-192.83220613263418	0.22657566474316074	0.22657566474316032	2.4143258495516196	0.008272913263325844	1.0	1.0	2.0	0.0	-192.83220613263418
360000	-233.20485891350972	-51.44593706797581	-181.7589218455339	0.3024016196179606	0.30240161961796047	3.5241409715447563	0.07244366068906392	1.0	1.0	2.0	0.0	-181.7589218455339
361000	-229.63914417893128	-39.570447018103124	-190.06869716082815	0.23809619064635268	0.2380961906463528	2.192397480281736	0.009121074240516261	1.0	1.0	2.0	0.0	-190.06869716082815
362000	-230.58318887829932	-42.325016353181496	-188.25817252511783	0.2648931137125098	0.2648931137125093	0.564624067918686	0.020620824164655615	1.0	1.0	2.0	0.0	-188.25817252511783
363000	-230.55049667564603	-41.883274493934294	-188.66722218171174	0.2524076895315284	0.25240768953152837	2.1546414357308183	0.024652112994219443	1.0	1.0	2.0	0.0	-188.66722218171174
364000	-229.699202830954	-39.08099299878408	-190.61820983216992	0.23655459426161887	0.23655459426161857	1.9464361450093794	0.017258088383506908	1.0	1.0	2.0	0.0	-190.61820983216992
365000	-231.66342037773893	-39.139788653237716	-192.5236317245012	0.23252046049789826	0.23252046049789754	2.624981526746532	0.05608793124226358	1.0	1.0	2.0	0.0	-192.5236317245012
366000	-229.31370599656947	-37.44696122453804	-191.8667447720314	0.23064711658686674	0.23064711658686637	1.2816917942649046	0.012427848675411746	1.0	1.0	2.0	0.0	-191.8667447720314
367000	-229.66360561940024	-46.741549245400755	-182.92205637399948	0.28546601682381506	0.2854660168238142	1.648893381652945	7.823143828690368E-4	1.0	1.0	2.0	0.0	-182.92205637399948
368000	-230.10868176220035	-42.92294018618994	-187.1857415760104	0.25694406064133046	0.2569440606413308	2.452856556651002	0.02629668955582408	1.0	1.0	2.0	0.0	-187.1857415760104
369000	-232.30725965525107	-38.29736599076812	-194.00989366448295	0.2347638872262985	0.23476388722629807	1.418019005063209	0.05436610769852621	1.0	1.0	2.0	0.0	-194.00989366448295
370000	-230.7397797071484	-50.443264860791714	-180.29651484635667	0.3125458238649355	0.3125458238649358	0.937032713058281	0.0059491384954887955	1.0	1.0	2.0	0.0	-180.29651484635667
371000	-228.48359747697515	-38.532637907372646	-189.9509595696025	0.2407081835954377	0.24070818359543722	0.7342571463674541	0.0031529982086782567	1.0	1.0	2.0	0.0	-189.9509595696025
372000	-228.75711382475927	-38.284661281112385	-190.47245254364688	0.23675179478328498	0.23675179478328498	1.1322819007624243	0.0028910449367704595	1.0	1.0	2.0	0.0	-190.47245254364688
373000	-232.92483369759262	-38.95391600394916	-193.97091769364346	0.21872591942689856	0.21872591942689842	4.73600114062778	0.012349938541559734	1.0	1.0	2.0	0.0	-193.97091769364346
374000	-228.3919583644739	-37.70467384901244	-190.68728451546147	0.23546394834012113	0.23546394834012063	0.7597181798488117	0.005692253554494191	1.0	1.0	2.0	0.0	-190.68728451546147
375000	-230.00163410453933	-35.22461518139092	-194.7770189231484	0.2155709516114734	0.21557095161147316	1.5228667346922995	0.011776244609847317	1.0	1.0	2.0	0.0	-194.7770189231484
376000	-229.55245930197736	-41.21181415923437	-188.340645142743	0.254095916444657	0.254095916444657	1.2187838911975546	0.013709284144465029	1.0	1.0	2.0	0.0	-188.340645142743
377000	-231.46760474291352	-48.4803162871696	-182.9872884557439	0.294727960631955	0.29472796063195444	1.8301465567006185	0.050047969800663686	1.0	1.0	2.0	0.0	-182.9872884557439
378000	-233.61978678542286	-48.95150424035594	-184.66828254506692	0.29014662206472713	0.2901466220647276	2.9932504970406892	0.10410991527214176	1.0	1.0	2.0	0.0	-184.66828254506692
379000	-227.95821012993792	-39.18872143810638	-188.76948869183155	0.24671275137384857	0.24671275137384815	0.4096089366146071	0.004109782796122831	1.0	1.0	2.0	0.0	-188.76948869183155
380000	-229.8925156540993	-41.07820148963261	-188.81431416446668	0.25342776180463894	0.2534277618046393	1.1900016199860741	0.017848385016330442	1.0	1.0	2.0	0.0	-188.81431416446668
381000	-232.86388733014604	-36.925497764750745	-195.9383895653953	0.221414241820721	0.22141424182072084	2.180151394308307	0.10053129561199528	1.0	1.0	2.0	0.0	-195.9383895653953
382000	-230.25289465351617	-35.78310132465757	-194.4697933288586	0.21765724896491698	0.2176572489649165	1.7423315913536892	0.00983780268979348	1.0	1.0	2.0	0.0	-194.4697933288586
383000	-229.9822012441998	-40.743096916306	-189.2391043278938	0.24671707003262866	0.24671707003262777	1.9429268651986198	0.02446275827755727	1.0	1.0	2.0	0.0	-189.2391043278938
384000	-232.28299630387954	-50.76455582597386	-181.5184404779057	0.30308986470517296	0.30308986470517196	2.759827549328686	0.04334919901866638	1.0	1.0	2.0	0.0	-181.5184404779057
385000	-229.80719545363362	-42.60609544146689	-187.20110001216673	0.2616997634032712	0.26169976340327156	1.360885199871959	0.02601526384118216	1.0	1.0	2.0	0.0	-187.20110001216673
386000	-232.98789475403112	-37.715634573482276	-195.27226018054884	0.22170127794289682	0.22170127794289674	2.993741774126098	0.03018272915829027	1.0	1.0	2.0	0.0	-195.27226018054884
387000	-230.0227055640387	-44.21326338756929	-185.8094421764694	0.26782537876351903	0.2678253787635185	1.971256108474433	0.024285210775286982	1.0	1.0	2.0	0.0	-185.8094421764694
388000	-230.65830225513625	-36.76912811791663	-193.8891741372196	0.22095679372076263	0.22095679372076274	2.178114036058671	0.020937075252679807	1.0	1.0	2.0	0.0	-193.8891741372196
389000	-231.02325478682232	-46.99587277325395	-184.02738201356837	0.2850497944010757	0.28504979440107514	1.918055501458658	0.05373498620987413	1.0	1.0	2.0	0.0	-184.02738201356837
390000	-229.78955819829974	-35.21282672255025	-194.5767314757495	0.21807782167610137	0.21807782167610107	1.0989641036552875	0.014202858132447144	1.0	1.0	2.0	0.0	-194.5767314757495
391000	-229.5951435692361	-40.38524265096992	-189.20990091826616	0.24937928095407758	0.2493792809540767	1.1662711284848026	0.00896274116411988	1.0	1.0	2.0	0.0	-189.20990091826616
392000	-228.7183536620807	-39.176865094012754	-189.54148856806793	0.24034959861685673	0.24034959861685606	1.4353206575100645	0.004837253885248075	1.0	1.0	2.0	0.0	-189.54148856806793
393000	-229.04101955315699	-41.16173458930706	-187.87928496384993	0.2608415343106957	0.26084153431069607	0.08061910907629401	0.0018406909371619957	1.0	1.0	2.0	0.0	-187.87928496384993
394000	-230.13075191018362	-39.082549019032975	-191.04820289115065	0.24078898346101618	0.24078898346101651	1.2436851450403643	0.030449836470112634	1.0	1.0	2.0	0.0	-191.04820289115065
395000	-229.84570364163278	-48.41695443479752	-181.42874920683528	0.2914155108429351	0.29141551084293454	2.3523638699425975	0.0038216559740299155	1.0	1.0	2.0	0.0	-181.42874920683528
396000	-228.29968686109225	-38.92968187630916	-189.3700049847831	0.24419145595795927	0.2441914559579589	0.5645108002147097	0.0015352543732112772	1.0	1.0	2.0	0.0	-189.3700049847831
397000	-229.95934530151715	-44.415525442932804	-185.54381985858433	0.2655357687245006	0.2655357687244999	2.5681343647779875	0.0028635383482090164	1.0	1.0	2.0	0.0	-185.54381985858433
398000	-231.15454833128385	-49.181496137759446	-181.9730521935244	0.3032144562969102	0.30321445629691	1.1854481658122518	0.01438921783858589	1.0	1.0	2.0	0.0	-181.9730521935244
399000	-228.61656416981344	-39.629263910745436	-188.987300259068	0.24301801599008133	0.2430180159900809	1.4530010540124711	0.004100044564673263	1.0	1.0	2.0	0.0	-188.987300259068
400000	-228.34071898483555	-41.32161863685315	-187.0191003479824	0.254476049228661	0.25447604922866013	1.277949914916125	0.0023533359795902876	1.0	1.0	2.0	0.0	-187.0191003479824
401000	-233.18728556390036	-50.561253161490846	-182.62603240240952	0.313338150435984	0.3133381504359839	0.8809336866401893	0.05111096654411758	1.0	1.0	2.0	0.0	-182.62603240240952
402000	-228.7994074511824	-47.459709572304774	-181.33969787887762	0.29549301544867274	0.2954930154486725	0.7295729194568614	0.005453129426991221	1.0	1.0	2.0	0.0	-181.33969787887762
403000	-229.65409342906065	-46.71954217905736	-182.9345512500033	0.2891915963939375	0.28919159639393677	1.0180843761958487	0.0028360798851544545	1.0	1.0	2.0	0.0	-182.9345512500033
404000	-231.21708988552766	-46.68483432663288	-184.53225555889478	0.2859370446385202	0.2859370446385186	1.4779266198303382	0.03831787422899063	1.0	1.0	2.0	0.0	-184.53225555889478
405000	-230.16106422691723	-38.60731859244357	-191.55374563447367	0.23800456550821253	0.23800456550821197	1.2233226158694666	0.030022593806283533	1.0	1.0	2.0	0.0	-191.55374563447367
406000	-228.52570186705412	-48.403581155467904	-180.1221207115862	0.303631699162185	0.303631699162184	0.35311827539662016	8.904436563612205E-4	1.0	1.0	2.0	0.0	-180.1221207115862
407000	-231.55718874453586	-38.08769502610286	-193.469493718433	0.22772907986505062	0.22772907986505048	2.351340838297308	0.060032464771723776	1.0	1.0	2.0	0.0	-193.469493718433
408000	-231.24299919012634	-46.0885056638233	-185.15449352630304	0.2872192680117695	0.2872192680117692	0.6780147702018336	0.03307224746069833	1.0	1.0	2.0	0.0	-185.15449352630304
409000	-231.22344547393635	-52.19043404301008	-179.03301143092628	0.3194725054852582	0.319472505485257	1.5512858793133129	0.01187894504090697	1.0	1.0	2.0	0.0	-179.03301143092628
410000	-229.28310028449636	-41.98045311029908	-187.30264717419726	0.26353952412923026	0.26353952412923065	0.4527300818819611	0.008603289269676353	1.0	1.0	2.0	0.0	-187.30264717419726
411000	-227.81054347804064	-41.56794584930984	-186.2425976287308	0.25824313969478185	0.2582431396947816	0.9122476753289254	8.219335994016973E-5	1.0	1.0	2.0	0.0	-186.2425976287308
412000	-233.53854070330058	-50.25303901079605	-183.28550169250454	0.2851783719604501	0.28517837196044893	5.158176000747282	0.04983883841658562	1.0	1.0	2.0	0.0	-183.28550169250454
413000	-231.8656845089339	-36.65429165588093	-195.21139285305296	0.22187805780047357	0.22187805780047323	1.8745945018748769	0.05910580296881056	1.0	1.0	2.0	0.0	-195.21139285305296
414000	-229.9278836557994	-38.06567294544785	-191.86221071035155	0.22944098964623175	0.22944098964623133	2.097049544480176	0.01273437285632463	1.0	1.0	2.0	0.0	-191.86221071035155
415000	-230.0283234381913	-39.89884492677665	-190.12947851141465	0.24839321453573243	0.2483932145357318	0.8272505055006133	0.022441508931881644	1.0	1.0	2.0	0.0	-190.12947851141465
416000	-232.0780257585335	-48.07585930324525	-184.00216645528823	0.2836301568712935	0.28363015687129217	3.2039313419498554	0.07907389051122393	1.0	1.0	2.0	0.0	-184.00216645528823
417000	-231.32096920943866	-38.30563162127988	-193.0153375881588	0.23050967023427563	0.23050967023427568	2.1137538849240687	0.061479542255002836	1.0	1.0	2.0	0.0	-193.0153375881588
418000	-229.96133928257967	-34.7207222262298	-195.24061705634986	0.21642781182997664	0.21642781182997659	0.8768559367924876	0.0138533860958822	1.0	1.0	2.0	0.0	-195.24061705634986
419000	-228.73237693937108	-42.403685750259726	-186.32869118911134	0.26371338625072294	0.2637133862507224	0.8477799456745012	0.00844366942847318	1.0	1.0	2.0	0.0	-186.32869118911134
420000	-232.40398977233005	-49.72521732041286	-182.67877245191718	0.3040148458729937	0.3040148458729921	1.5531007369718683	0.060181050718328376	1.0	1.0	2.0	0.0	-182.67877245191718
421000	-227.87392997003076	-38.56921563064195	-189.30471433938882	0.24132580933132491	0.24132580933132491	0.6709906009795941	0.0022041875197313936	1.0	1.0	2.0	0.0	-189.30471433938882
422000	-229.73917246656384	-47.81297267905246	-181.9261997875114	0.29128418120161753	0.29128418120161753	1.7640152877847217	0.009573680501728904	1.0	1.0	2.0	0.0	-181.9261997875114
423000	-230.8512965959476	-37.778097171320596	-193.073199424627	0.22573944577273425	0.22573944577273425	2.4160508908156104	0.01068179292755965	1.0	1.0	2.0	0.0	-193.073199424627
424000	-229.83684952200983	-34.953549397649226	-194.8833001243606	0.2201595400103548	0.22015954001035418	0.5026060250547274	0.011127149218324394	1.0	1.0	2.0	0.0	-194.8833001243606
425000	-227.94696865887562	-40.47136937047491	-187.4755992884007	0.2536109438794784	0.25361094387947797	0.5668263742674571	0.004315958361546931	1.0	1.0	2.0	0.0	-187.4755992884007
426000	-231.38741116973574	-41.83396078791514	-189.5534503818206	0.25786127323931346	0.2578612732393132	1.1796549640934417	0.060956024446099884	1.0	1.0	2.0	0.0	-189.5534503818206
427000	-230.32640927653657	-37.89661032053771	-192.42979895599885	0.24054059307455833	0.24054059307455822	0.12785982655126107	8.731376580509355E-4	1.0	1.0	2.0	0.0	-192.42979895599885
428000	-229.54808226053683	-43.354257772886555	-186.19382448765026	0.2724673031307188	0.2724673031307181	0.37220758710512536	0.00783008417045037	1.0	1.0	2.0	0.0	-186.19382448765026
429000	-227.83600747066907	-45.92879144493864	-181.90721602573043	0.28989947789219206	0.2898994778921921	0.11435298043699048	5.405540276891239E-4	1.0	1.0	2.0	0.0	-181.90721602573043
430000	-228.60425187372329	-41.69152482115784	-186.91272705256543	0.26015347375953024	0.26015347375953013	0.7140218234474531	0.010409112669251446	1.0	1.0	2.0	0.0	-186.91272705256543
431000	-232.43010857397323	-50.22971228965746	-182.20039628431576	0.29373966590930456	0.293739665909303	3.7788406633952696	0.011663237379496698	1.0	1.0	2.0	0.0	-182.20039628431576
432000	-233.40623621850085	-47.75068751545519	-185.65554870304567	0.2625077704794989	0.262507770479499	6.385201430224448	0.014563710937622586	1.0	1.0	2.0	0.0	-185.65554870304567
433000	-231.53077541989012	-54.18340941903123	-177.3473660008589	0.3375916920194709	0.33759169201947065	0.600383913047272	0.008812059525112183	1.0	1.0	2.0	0.0	-177.3473660008589
434000	-229.94490164129894	-46.552541904194484	-183.39235973710447	0.2904670292477811	0.29046702924778056	0.6337785386491095	0.012443726499702226	1.0	1.0	2.0	0.0	-183.39235973710447
435000	-232.91713772796925	-47.746347721573365	-185.1707900063959	0.28333345901261014	0.2833334590126108	2.9067653436122676	0.09505554245424808	1.0	1.0	2.0	0.0	-185.1707900063959
436000	-229.9352786782814	-44.89985466057915	-185.03542401770224	0.275651491217579	0.27565149121757826	1.3856854213241008	0.021103749634527578	1.0	1.0	2.0	0.0	-185.03542401770224
437000	-233.34396146723344	-39.59677871296883	-193.74718275426463	0.22765408334357398	0.227654083343574	3.881802249995965	0.05090285972194812	1.0	1.0	2.0	0.0	-193.74718275426463
438000	-229.8501260535098	-45.932597189145866	-183.91752886436393	0.27919508272932286	0.2791950827293224	1.8373915201511324	0.024810419000584005	1.0	1.0	2.0	0.0	-183.91752886436393
439000	-229.2380704008789	-45.10341740453283	-184.1346529963461	0.2794782785695047	0.2794782785695044	0.9692649024915059	0.01762186295501582	1.0	1.0	2.0	0.0	-184.1346529963461
440000	-231.19176575725797	-33.20050756177093	-197.99125819548703	0.20052459817546636	0.20052459817546622	1.9659742606530881	0.005004427866961222	1.0	1.0	2.0	0.0	-197.99125819548703
441000	-227.98874987595065	-41.18295456613027	-186.80579530982038	0.25500214456671527	0.255002144566715	1.054160359501792	0.0016817836977096735	1.0	1.0	2.0	0.0	-186.80579530982038
442000	-228.34336694521045	-41.42521147168655	-186.91815547352388	0.26004171438633494	0.26004171438633417	0.4731428518784506	0.003196233405030331	1.0	1.0	2.0	0.0	-186.91815547352388
443000	-230.52819320656175	-36.882725955897314	-193.64546725066444	0.2314598056475416	0.23145980564754157	0.5770215721582828	0.020163771753211743	1.0	1.0	2.0	0.0	-193.64546725066444
444000	-230.27258941701672	-40.41684054719804	-189.85574886981868	0.24929589762718962	0.2492958976271892	1.2170407541266648	0.0033929335277483696	1.0	1.0	2.0	0.0	-189.85574886981868
445000	-230.70469839526274	-44.3731929174439	-186.33150547781884	0.26300778526474433	0.26300778526474405	2.9306485107169276	0.010108232471994678	1.0	1.0	2.0	0.0	-186.33150547781884
446000	-231.62101380081708	-46.49143103653954	-185.12958276427753	0.2849790219221494	0.28497902192214947	1.4561118097717465	0.022763950847170207	1.0	1.0	2.0	0.0	-185.12958276427753
447000	-230.75130339934657	-49.0526988372409	-181.69860456210566	0.30452871012452976	0.3045287101245289	0.8378481322752241	0.019277006149123102	1.0	1.0	2.0	0.0	-181.69860456210566
448000	-232.82802903617815	-44.20773724210893	-188.62029179406923	0.26550414398697486	0.26550414398697486	2.254209038099695	0.11415559075822859	1.0	1.0	2.0	0.0	-188.62029179406923
449000	-229.1770361216545	-39.64179267954951	-189.53524344210498	0.24523445691879867	0.24523445691879883	1.096651000488369	0.011326588621487782	1.0	1.0	2.0	0.0	-189.53524344210498
450000	-228.86711303309488	-40.830839588549836	-188.03627344454506	0.2558211210334296	0.2558211210334293	0.5630718999997203	0.007098621576210743	1.0	1.0	2.0	0.0	-188.03627344454506
