# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Feb 19 12:45:00 EAT 2025 [seed=1739958299565]
# ../beast_run/FY.4_may.xml
state	location.rates.Kenya.Others	location.rates.Others.Kenya	location.indicators.Kenya.Others	location.indicators.Others.Kenya	location.nonZeroRates
822000	5.549847967808381	0.17309146429903424	1.0	1.0	2.0
823000	1.7280791992854858	0.03823584737054575	1.0	1.0	2.0
824000	1.3612847861772495	0.002679393512537792	1.0	1.0	2.0
825000	2.1034408761639263	0.0026512716630897504	1.0	1.0	2.0
826000	1.3698694407801844	0.015915263586802137	1.0	1.0	2.0
827000	1.4876959599732313	6.489675717063426E-4	1.0	1.0	2.0
828000	1.4396881748367332	0.06525584061835545	1.0	1.0	2.0
829000	1.8516327087290811	3.8491150979242213E-4	1.0	1.0	2.0
830000	0.5111051914374521	0.028379528237142928	1.0	1.0	2.0
831000	1.3786660996246336	0.017383599049239234	1.0	1.0	2.0
832000	4.425271235198427	0.019190605116634573	1.0	1.0	2.0
833000	0.8877532459714115	0.01894820393888572	1.0	1.0	2.0
834000	1.179222262252304	0.011399911945295617	1.0	1.0	2.0
835000	1.8152323178207714	0.025454663374810456	1.0	1.0	2.0
836000	1.4895673931191034	0.031221997323065187	1.0	1.0	2.0
837000	5.435041059631438	0.02056511726702544	1.0	1.0	2.0
838000	1.8588730992488414	0.021746479233621746	1.0	1.0	2.0
839000	5.176018849372021	0.08932097107523801	1.0	1.0	2.0
840000	4.184764472494408	0.010217557464015467	1.0	1.0	2.0
841000	3.4777552391909103	0.08208287575224558	1.0	1.0	2.0
842000	3.4446648655932894	0.013308762927890882	1.0	1.0	2.0
843000	1.623713063524669	0.07007107897182181	1.0	1.0	2.0
844000	0.6596641094957684	6.622068205987681E-4	1.0	1.0	2.0
845000	6.371227482116453	0.29019568718331124	1.0	1.0	2.0
846000	1.160919892752741	0.010518780391492311	1.0	1.0	2.0
847000	0.15650893871483848	4.91709433255426E-4	1.0	1.0	2.0
848000	2.4592220965111053	0.025015024090589418	1.0	1.0	2.0
849000	0.5380467678263052	2.58039965841875E-4	1.0	1.0	2.0
850000	2.875044838730787	0.006387730100136277	1.0	1.0	2.0
851000	1.813289689743273	0.0013303096959693366	1.0	1.0	2.0
852000	1.817265808585877	0.014625820251263036	1.0	1.0	2.0
853000	0.33066398162865945	0.0039120591034206295	1.0	1.0	2.0
854000	3.321362676964661	0.07501863810333234	1.0	1.0	2.0
855000	1.4893168147866247	0.003697415225246602	1.0	1.0	2.0
856000	2.1405696290779277	0.01486073897662403	1.0	1.0	2.0
857000	1.1781805136445669	0.01275489658307348	1.0	1.0	2.0
858000	2.4375767255823746	0.014011474539808322	1.0	1.0	2.0
859000	1.7903458367562468	0.03420976553757519	1.0	1.0	2.0
860000	2.4578482785065434	0.03252834209505145	1.0	1.0	2.0
861000	3.333902849158352	0.10000305804103152	1.0	1.0	2.0
862000	1.5938298970594367	0.0021223559493731867	1.0	1.0	2.0
863000	0.6232368106236263	0.0018243460818213935	1.0	1.0	2.0
864000	3.1226295541812004	0.023751133739544357	1.0	1.0	2.0
865000	0.7560546729930926	0.029686954083367155	1.0	1.0	2.0
866000	0.5572446231449649	0.036062122604297156	1.0	1.0	2.0
867000	1.71077116135903	0.021380275504168687	1.0	1.0	2.0
868000	2.2147497565839376	0.046942707754545995	1.0	1.0	2.0
869000	2.4689272364661448	0.0037327929473932506	1.0	1.0	2.0
870000	2.9833547673885046	0.04035752067279287	1.0	1.0	2.0
871000	0.5957918995361133	4.6656850265102795E-4	1.0	1.0	2.0
872000	6.679504277706653	0.11742563743724727	1.0	1.0	2.0
873000	1.179654872388852	0.014514295069942734	1.0	1.0	2.0
874000	1.4187543887729017	0.03238215437042677	1.0	1.0	2.0
875000	1.1021508684733257	0.0037419512074844665	1.0	1.0	2.0
876000	1.0055479361223207	0.013447627273523234	1.0	1.0	2.0
877000	1.9856697404380235	0.01173926985794288	1.0	1.0	2.0
878000	1.3645066128079568	0.0015062670947288634	1.0	1.0	2.0
879000	1.1907955852160128	0.0018236462496914318	1.0	1.0	2.0
880000	1.2875262542217616	0.010881268983270298	1.0	1.0	2.0
881000	0.19571571047402167	0.004395913979242767	1.0	1.0	2.0
882000	3.291560761574443	0.16801873429948422	1.0	1.0	2.0
883000	2.192889393862893	0.014348869665614968	1.0	1.0	2.0
884000	2.826341507489294	0.02693331380106155	1.0	1.0	2.0
885000	3.052968784734958	0.05238593762966701	1.0	1.0	2.0
886000	1.9941931762863856	0.09958518998773368	1.0	1.0	2.0
887000	0.5415169265634083	0.013467387257025959	1.0	1.0	2.0
888000	1.9037806364826435	0.017425304825874406	1.0	1.0	2.0
889000	0.9031408280928229	0.005464338767530148	1.0	1.0	2.0
890000	1.0747205155754622	0.004585824826913404	1.0	1.0	2.0
891000	0.019190332577906734	7.170227865328374E-5	1.0	1.0	2.0
892000	1.887352127476576	9.464274720703356E-4	1.0	1.0	2.0
893000	1.8200029234843416	0.009080540655331414	1.0	1.0	2.0
894000	1.0429379260905098	0.013682871147415194	1.0	1.0	2.0
895000	3.9396164434876937	0.026261876772727736	1.0	1.0	2.0
896000	0.4649802336175669	0.0070140310132746	1.0	1.0	2.0
897000	1.6532010834070843	0.11814032624123086	1.0	1.0	2.0
898000	2.1460791165402324	0.020009415595491204	1.0	1.0	2.0
899000	3.32868455758567	0.045128170672873946	1.0	1.0	2.0
900000	2.739825512103701	0.0032237648156799633	1.0	1.0	2.0
901000	0.7260673104191625	0.004450854391306846	1.0	1.0	2.0
902000	2.45246233772973	0.02136157159742587	1.0	1.0	2.0
903000	0.794429157747057	0.0071869389819325565	1.0	1.0	2.0
904000	2.180143932758891	0.002910033120994871	1.0	1.0	2.0
905000	0.07217884342612116	0.00204988249429397	1.0	1.0	2.0
906000	1.708337302286002	0.0026054994563165057	1.0	1.0	2.0
907000	1.774191133907625	0.008082842120711939	1.0	1.0	2.0
908000	1.3908178920543552	0.036561427903690984	1.0	1.0	2.0
909000	0.44932014400305165	0.02088586300713392	1.0	1.0	2.0
910000	1.6065961690440098	0.003591456555803842	1.0	1.0	2.0
911000	1.3583023550939526	0.05957171843070606	1.0	1.0	2.0
912000	2.444996076814785	0.00752008669756924	1.0	1.0	2.0
913000	3.0608831008878785	0.03328806109141728	1.0	1.0	2.0
914000	1.790016301310772	0.04404233721013688	1.0	1.0	2.0
915000	1.1185264767681904	0.054112274847943925	1.0	1.0	2.0
916000	1.1753913659123476	0.0017146177858269798	1.0	1.0	2.0
917000	1.7541591737024784	0.054101332700962054	1.0	1.0	2.0
918000	0.8446734221298812	0.013025608701501112	1.0	1.0	2.0
919000	1.8111498588570152	0.002040407231665862	1.0	1.0	2.0
920000	0.5167151108922509	3.561164324416794E-4	1.0	1.0	2.0
921000	0.8818775005628686	0.03502604292924393	1.0	1.0	2.0
922000	2.3772965548959304	0.06313530774694899	1.0	1.0	2.0
923000	2.955499566602201	0.09371296470122942	1.0	1.0	2.0
924000	2.89285249392851	0.03477703447806598	1.0	1.0	2.0
925000	1.0029105200111619	0.014109436287331793	1.0	1.0	2.0
926000	1.4304676095876017	0.006918227113562891	1.0	1.0	2.0
927000	1.3126061431188687	0.02199849362614798	1.0	1.0	2.0
928000	1.9850088687860679	0.007947842927078936	1.0	1.0	2.0
929000	1.9890203486864708	0.08671816751469408	1.0	1.0	2.0
930000	0.9911977546488495	0.003881052911443701	1.0	1.0	2.0
931000	2.295500858688342	0.12359878893611187	1.0	1.0	2.0
932000	1.3581473453069024	0.004674131753364796	1.0	1.0	2.0
933000	0.558488663550068	1.1491811821397604E-4	1.0	1.0	2.0
934000	2.4438811743546878	0.01679227687750607	1.0	1.0	2.0
935000	1.7480404542084045	0.021622837119896845	1.0	1.0	2.0
936000	1.1411985628389643	6.369023996436123E-4	1.0	1.0	2.0
937000	0.7576691288605533	0.011429883024762525	1.0	1.0	2.0
938000	4.003764751979573	0.046383625291139645	1.0	1.0	2.0
939000	1.323349054078823	0.00609190052512607	1.0	1.0	2.0
940000	5.685853329271763	0.048215876797383275	1.0	1.0	2.0
941000	1.8078864279048243	0.02450763529247465	1.0	1.0	2.0
942000	0.19768464588146206	1.433030062216168E-5	1.0	1.0	2.0
943000	3.214869869858285	0.005740274378004724	1.0	1.0	2.0
944000	1.7973007710754287	0.06192653571684185	1.0	1.0	2.0
945000	2.988637029852629	0.0763524543847446	1.0	1.0	2.0
946000	1.3474717935519407	0.02475843121040444	1.0	1.0	2.0
947000	4.770316206329644	3.811609884761916E-4	1.0	1.0	2.0
948000	0.7085246095737778	5.812612323306889E-4	1.0	1.0	2.0
949000	1.2226097852471787	0.009301964189238177	1.0	1.0	2.0
950000	1.5801376627023476	0.005526246254570743	1.0	1.0	2.0
951000	5.349307123518492	0.01087995373004337	1.0	1.0	2.0
952000	1.2422287642122345	0.023969782866925086	1.0	1.0	2.0
953000	2.4021156158945183	0.0019315993748576135	1.0	1.0	2.0
954000	3.5639147892633787	0.07246523081200129	1.0	1.0	2.0
955000	0.8649086480009153	0.012852703210834994	1.0	1.0	2.0
956000	7.110596619200842	0.04120931723727857	1.0	1.0	2.0
957000	0.283817938380932	3.5575409542342395E-4	1.0	1.0	2.0
958000	0.2205652936396927	2.1281716050621438E-4	1.0	1.0	2.0
959000	0.5158793545483878	5.186722357107913E-4	1.0	1.0	2.0
960000	0.3128053954504927	0.002955686805764077	1.0	1.0	2.0
961000	0.540082819293176	0.0017724096141882716	1.0	1.0	2.0
962000	2.1713772563288156	0.08920497410607219	1.0	1.0	2.0
963000	1.186682022436073	0.06336517299948842	1.0	1.0	2.0
964000	0.4492139533538891	0.005853639661864222	1.0	1.0	2.0
965000	1.0992952049420999	0.018804675620034742	1.0	1.0	2.0
966000	0.6404128083587909	0.0013805325077303073	1.0	1.0	2.0
967000	1.4326665950725823	0.03325771731914351	1.0	1.0	2.0
968000	0.4395024613532608	0.0010262318912627958	1.0	1.0	2.0
969000	6.529862950496706	0.23033179883342378	1.0	1.0	2.0
970000	1.3172178195334179	0.0025069006647287346	1.0	1.0	2.0
971000	1.386014489236245	0.0029916333259365777	1.0	1.0	2.0
972000	0.5491072601426104	8.082925235513924E-4	1.0	1.0	2.0
973000	3.226744623742766	0.026435664313814715	1.0	1.0	2.0
974000	2.935893547357344	9.681099074421377E-4	1.0	1.0	2.0
975000	1.3862081340161838	0.014475896074659439	1.0	1.0	2.0
976000	1.9578421896022487	0.04189655436725413	1.0	1.0	2.0
977000	1.6359989070930097	0.012340993434569016	1.0	1.0	2.0
978000	0.5189088238405649	0.017322368642695696	1.0	1.0	2.0
979000	0.9092972842148133	0.013993412255113247	1.0	1.0	2.0
980000	1.183934266691307	0.00879387834181465	1.0	1.0	2.0
981000	0.12080428147755128	9.368960312689631E-4	1.0	1.0	2.0
982000	2.617602897275473	0.025768607326278208	1.0	1.0	2.0
983000	5.196289144847768	0.20211111819435051	1.0	1.0	2.0
984000	0.9781784074525594	0.017205690411455525	1.0	1.0	2.0
985000	4.740486674768982	0.14057865873167202	1.0	1.0	2.0
986000	2.2143648587020444	0.0303380322188971	1.0	1.0	2.0
987000	2.383409739050891	9.794126930794743E-4	1.0	1.0	2.0
988000	2.467303506851543	0.025454786661004907	1.0	1.0	2.0
989000	1.2146587916383003	0.030356881358636695	1.0	1.0	2.0
990000	2.1413215349388173	0.007011725643957288	1.0	1.0	2.0
991000	1.2812854887099574	0.012720630977646103	1.0	1.0	2.0
992000	1.2931537065770913	0.013238077284048268	1.0	1.0	2.0
993000	2.0311294388940113	0.017614398278177797	1.0	1.0	2.0
994000	1.8338472792022877	0.032225943601307094	1.0	1.0	2.0
995000	4.213432605892162	0.03436527068122565	1.0	1.0	2.0
996000	0.5713809870671533	0.005836981403912371	1.0	1.0	2.0
997000	1.5502494408914835	0.016056244191572762	1.0	1.0	2.0
998000	3.0283151333908536	0.01687751520436146	1.0	1.0	2.0
999000	4.071098528516185	0.04528604400265475	1.0	1.0	2.0
1000000	1.925995189432188	0.004951013932969918	1.0	1.0	2.0
