# BEAST v1.10.4 Prerelease #bc6cbd9
# Generated Wed Feb 19 12:45:00 EAT 2025 [seed=1739958299565]
# ../beast_run/FY.4_may.xml
state	location.rates.Kenya.Others	location.rates.Others.Kenya	location.indicators.Kenya.Others	location.indicators.Others.Kenya	location.nonZeroRates
402000	2.5594073536478623	0.0015255245361336558	1.0	1.0	2.0
403000	1.1123748010113998	0.014868891284837147	1.0	1.0	2.0
404000	6.109333556800188	0.02145294669291722	1.0	1.0	2.0
405000	3.9995011835365086	0.015878124158488875	1.0	1.0	2.0
406000	0.841907773124894	0.006279332267184114	1.0	1.0	2.0
407000	2.4309370001481407	0.0351765812355735	1.0	1.0	2.0
408000	3.3139977397851847	6.481029425587686E-4	1.0	1.0	2.0
409000	1.5311226930589783	0.014372951137323633	1.0	1.0	2.0
410000	4.4598131315394856	0.07087488131320364	1.0	1.0	2.0
411000	1.0668920690815793	0.0029037197006033357	1.0	1.0	2.0
412000	1.3519711336366529	0.02093285891123492	1.0	1.0	2.0
413000	1.4747796873954329	0.01321608103392154	1.0	1.0	2.0
414000	4.015202158512211	0.02119550348712553	1.0	1.0	2.0
415000	0.8420380698900911	0.006561266995393784	1.0	1.0	2.0
416000	1.5234542520525864	0.0022751226521466176	1.0	1.0	2.0
417000	1.2330998839214549	0.020396364304088557	1.0	1.0	2.0
418000	2.151231258120364	0.10179867226803362	1.0	1.0	2.0
419000	1.7870882463886975	0.009613432872928105	1.0	1.0	2.0
420000	1.264799684803307	0.006458956401317862	1.0	1.0	2.0
421000	1.1361830421930337	0.04149923665389403	1.0	1.0	2.0
422000	2.2400950654907934	0.005181334760861033	1.0	1.0	2.0
423000	1.1255140658228635	0.01761012650829162	1.0	1.0	2.0
424000	1.4376474598538314	0.004145511093129886	1.0	1.0	2.0
425000	0.9211856384722144	0.0051696047412184065	1.0	1.0	2.0
426000	0.36953277786427463	0.002546367545060726	1.0	1.0	2.0
427000	0.18834530175793532	2.9197537001451695E-4	1.0	1.0	2.0
428000	0.904279536087172	0.062377079134570364	1.0	1.0	2.0
429000	0.8231329032634295	0.0041506574561956285	1.0	1.0	2.0
430000	2.0559315516022383	0.020184200190439157	1.0	1.0	2.0
431000	0.7459690773360577	0.004423950298506492	1.0	1.0	2.0
432000	0.17639538698514762	8.025060764840061E-4	1.0	1.0	2.0
433000	2.1756821102098716	0.09120531141534965	1.0	1.0	2.0
434000	1.1517371246182757	0.020768609542290064	1.0	1.0	2.0
435000	1.5420262761099242	0.0062058351245084095	1.0	1.0	2.0
436000	3.8028260696879523	0.02223704430617406	1.0	1.0	2.0
437000	0.7403419323009898	0.023767857273827155	1.0	1.0	2.0
438000	0.6559724580435935	0.0013873071772675576	1.0	1.0	2.0
439000	1.6219506319702737	0.029071710361460647	1.0	1.0	2.0
440000	0.8268531381562866	0.0177245151791151	1.0	1.0	2.0
441000	0.4998136902997814	0.003341950490855785	1.0	1.0	2.0
442000	0.7599110144848412	6.99740705084445E-4	1.0	1.0	2.0
443000	2.498793348196718	0.004238978554174604	1.0	1.0	2.0
444000	0.5097863915375854	0.004453311801303022	1.0	1.0	2.0
445000	1.69377649737601	0.006005239661894283	1.0	1.0	2.0
446000	1.759340243269094	0.07919451674571873	1.0	1.0	2.0
447000	1.1812803502204456	0.047118521047810905	1.0	1.0	2.0
448000	1.1055676063368822	7.016744673501956E-5	1.0	1.0	2.0
449000	0.5513822395899902	0.009366873293591427	1.0	1.0	2.0
450000	2.47361592373047	0.004460614602625049	1.0	1.0	2.0
451000	3.157371970237315	0.0045904320459836025	1.0	1.0	2.0
452000	3.8153684086768376	0.08969925146156048	1.0	1.0	2.0
453000	2.273386304723797	0.01930967438603722	1.0	1.0	2.0
454000	2.1459891260723585	5.931773036759145E-4	1.0	1.0	2.0
455000	0.6428324868334427	0.011973445639646215	1.0	1.0	2.0
456000	1.0052509768858904	0.021757667979515553	1.0	1.0	2.0
457000	3.418505674210695	0.01821490483146059	1.0	1.0	2.0
458000	1.1236417400662537	0.008032250957790036	1.0	1.0	2.0
459000	1.9178785209024625	0.020585523258946043	1.0	1.0	2.0
460000	2.623380297782669	0.05705565220300806	1.0	1.0	2.0
461000	1.4713374021848185	0.03443198387888359	1.0	1.0	2.0
462000	1.2547230802550997	0.024417703648283037	1.0	1.0	2.0
463000	0.7268483476005516	0.018263370149185793	1.0	1.0	2.0
464000	3.2016936026728313	0.04978340158266416	1.0	1.0	2.0
465000	0.3367066727224763	0.0029983511471702337	1.0	1.0	2.0
466000	1.6182349458653373	0.03584400337194073	1.0	1.0	2.0
467000	0.47281200265274026	0.010606296861344436	1.0	1.0	2.0
468000	6.855825581562434	0.035315580696901674	1.0	1.0	2.0
469000	2.76615576910897	0.05713255288698088	1.0	1.0	2.0
470000	0.7569071585760961	4.411609673252648E-4	1.0	1.0	2.0
471000	2.0610458874990507	0.004095720801683628	1.0	1.0	2.0
472000	1.1428374546629654	0.012008372351960265	1.0	1.0	2.0
473000	2.1313604318412667	0.006226137545713102	1.0	1.0	2.0
474000	2.25329535236289	0.05473863238817902	1.0	1.0	2.0
475000	1.2824622673333876	0.003133420588376974	1.0	1.0	2.0
476000	1.101382401634303	0.023682563987263067	1.0	1.0	2.0
477000	1.2192174554527158	0.049230881104049176	1.0	1.0	2.0
478000	1.205590644903847	0.010422082792971034	1.0	1.0	2.0
479000	1.0286970389058319	0.01368604936421819	1.0	1.0	2.0
480000	2.8018604295400107	0.02330497148384089	1.0	1.0	2.0
481000	3.6741674518848138	0.008571114039664405	1.0	1.0	2.0
482000	1.3429849657470891	0.0027704942770986466	1.0	1.0	2.0
483000	0.9193334987487551	0.0037394754858891877	1.0	1.0	2.0
484000	3.907110248818609	0.028389158272355344	1.0	1.0	2.0
485000	1.350402493002403	0.016578708902463716	1.0	1.0	2.0
486000	0.1680823633343067	3.818392914441603E-5	1.0	1.0	2.0
487000	2.757482216307566	0.01683986244091399	1.0	1.0	2.0
488000	1.4913475344340426	0.008149408179438888	1.0	1.0	2.0
489000	3.6984150568294374	0.004264752103047158	1.0	1.0	2.0
490000	1.4722837009181908	0.02771479439605965	1.0	1.0	2.0
491000	1.1116620721553485	0.00479417263411689	1.0	1.0	2.0
492000	1.2348440630478335	2.6163413632306244E-4	1.0	1.0	2.0
493000	4.537742916270686	0.14020193575349044	1.0	1.0	2.0
494000	1.9475035667475717	0.07142857520400814	1.0	1.0	2.0
495000	0.5730962259758519	0.0018154403360875274	1.0	1.0	2.0
496000	2.884849756175478	0.04274255492042386	1.0	1.0	2.0
497000	0.9370670565275521	5.499421175266688E-4	1.0	1.0	2.0
498000	2.634716088073893	0.04121904217815324	1.0	1.0	2.0
499000	0.5280128177377703	0.006235732716095214	1.0	1.0	2.0
500000	1.7599820447347763	0.016976286890276943	1.0	1.0	2.0
501000	0.33056139634494663	0.012390270199042696	1.0	1.0	2.0
502000	1.039066338786655	0.06824827262184342	1.0	1.0	2.0
503000	0.7811502360887951	0.0032170911254485067	1.0	1.0	2.0
504000	1.4797441238691926	0.0510856789496941	1.0	1.0	2.0
505000	2.481372554381627	0.06261350810781133	1.0	1.0	2.0
506000	2.161858241490891	0.04738369661600293	1.0	1.0	2.0
507000	2.204095080783686	0.0049546283692035375	1.0	1.0	2.0
508000	1.1888050628833624	3.3566884930520793E-4	1.0	1.0	2.0
509000	1.8703266823415718	0.016063134630157107	1.0	1.0	2.0
510000	2.5274209801172836	5.194971561693084E-4	1.0	1.0	2.0
511000	1.8897461887563654	0.019893046209467292	1.0	1.0	2.0
512000	4.612523929858417	0.03944511357757341	1.0	1.0	2.0
513000	1.5406896608851217	0.014646658379963316	1.0	1.0	2.0
514000	2.0902885476808044	0.04793516108149857	1.0	1.0	2.0
515000	1.8427627608397426	0.012135378121662975	1.0	1.0	2.0
516000	0.1623887077662297	9.548567668144826E-4	1.0	1.0	2.0
517000	0.6758871698298639	0.005325326486832969	1.0	1.0	2.0
518000	1.7208451309172725	0.003050939928709547	1.0	1.0	2.0
519000	1.4266292239090226	0.0012130559735341437	1.0	1.0	2.0
520000	2.5315512732935366	0.07222516984417966	1.0	1.0	2.0
521000	0.9354353200694883	0.004848043833322904	1.0	1.0	2.0
522000	2.080197620722682	0.010727321337006525	1.0	1.0	2.0
523000	3.501072005353748	0.022712261850868058	1.0	1.0	2.0
524000	3.817320782115867	0.019851251495754157	1.0	1.0	2.0
525000	0.07686081798557522	0.0044366399455114825	1.0	1.0	2.0
526000	1.3069955686359318	0.02531382758717859	1.0	1.0	2.0
527000	6.407814929204446	0.08426801639686451	1.0	1.0	2.0
528000	2.145724379117305	0.003243271586032043	1.0	1.0	2.0
529000	1.6669867328451586	0.001609153218278207	1.0	1.0	2.0
530000	1.0881284759093917	8.918725779969758E-4	1.0	1.0	2.0
531000	2.752797543075269	0.03475299242766971	1.0	1.0	2.0
532000	1.2450280825269584	0.0027504992257822796	1.0	1.0	2.0
533000	2.776130748089159	0.001454126200790771	1.0	1.0	2.0
534000	3.0331891448760535	0.007596952194447414	1.0	1.0	2.0
535000	1.9204238788749144	0.014469701727919705	1.0	1.0	2.0
536000	0.37795630757865173	0.004375457627525177	1.0	1.0	2.0
537000	3.9588015135658967	0.05981039858012926	1.0	1.0	2.0
538000	0.4831593410188459	3.956702602024457E-4	1.0	1.0	2.0
539000	3.286884330452736	0.024581347360718833	1.0	1.0	2.0
540000	2.10082635053259	0.03679369252694491	1.0	1.0	2.0
541000	5.632835026003009	0.07323316589353733	1.0	1.0	2.0
542000	2.830337579522543	0.01864867688470623	1.0	1.0	2.0
543000	1.33826298852182	4.826687222953758E-4	1.0	1.0	2.0
544000	2.570303501385714	0.008058619447792478	1.0	1.0	2.0
545000	1.5573709528757096	0.0497144297503933	1.0	1.0	2.0
546000	1.9119235372267187	0.03336807256607487	1.0	1.0	2.0
547000	0.9871853899878245	0.005750957408672153	1.0	1.0	2.0
548000	1.4202970065835268	0.019800312231558474	1.0	1.0	2.0
549000	6.124798604267452	0.030467648906572997	1.0	1.0	2.0
550000	2.143003236581361	0.00515608348056209	1.0	1.0	2.0
551000	1.960616913797409	0.0345163201108548	1.0	1.0	2.0
552000	0.20713778882719172	0.008230611865203541	1.0	1.0	2.0
553000	4.07601954505535	0.037676374755999074	1.0	1.0	2.0
554000	2.8951884625345263	0.014934974777777596	1.0	1.0	2.0
555000	2.7891671999708705	0.11905273640141911	1.0	1.0	2.0
556000	2.964046357023463	0.057272399903964835	1.0	1.0	2.0
557000	2.4595041026607247	0.03158173020397146	1.0	1.0	2.0
558000	3.9992733016794113	0.015927141859588875	1.0	1.0	2.0
559000	0.25324202740202506	0.001620751402759548	1.0	1.0	2.0
560000	2.8067881439166933	0.04726204530184589	1.0	1.0	2.0
561000	1.3501300563453627	0.028858202356073597	1.0	1.0	2.0
562000	1.2128012085284614	7.785292734339452E-6	1.0	1.0	2.0
563000	1.8258971882484947	0.010395646290497173	1.0	1.0	2.0
564000	2.871263072579052	0.07895267322264181	1.0	1.0	2.0
565000	2.633530838871425	0.00953374410236269	1.0	1.0	2.0
566000	0.9755382178877756	0.004358301720927733	1.0	1.0	2.0
567000	4.737501165104647	0.04679611086937501	1.0	1.0	2.0
568000	2.8723743213358905	0.049674450029300515	1.0	1.0	2.0
569000	2.0043190875521004	0.042172407263059236	1.0	1.0	2.0
570000	3.7218059494724534	0.09353032074075793	1.0	1.0	2.0
571000	1.0900758036307514	0.006251781171447618	1.0	1.0	2.0
572000	5.608542873466178	0.06846348547715943	1.0	1.0	2.0
573000	3.641235809502414	0.06589961504733291	1.0	1.0	2.0
574000	1.2733520601389394	0.008656994317095714	1.0	1.0	2.0
575000	4.421558069868733	0.08298658242944851	1.0	1.0	2.0
576000	0.25587489422473614	0.005757522497925349	1.0	1.0	2.0
577000	1.0468871475460886	0.010410220624711844	1.0	1.0	2.0
578000	0.6146625467827358	0.006458672189772222	1.0	1.0	2.0
579000	0.9318641044184512	0.0010678430796061977	1.0	1.0	2.0
580000	4.008731708550909	0.04026203781618515	1.0	1.0	2.0
581000	2.0473924576261986	0.04245588210183494	1.0	1.0	2.0
582000	2.0805313978895446	0.013059308599524415	1.0	1.0	2.0
583000	3.31162176533533	0.0050854053420245375	1.0	1.0	2.0
584000	2.378693211340444	0.02790832022866342	1.0	1.0	2.0
585000	0.324965053060185	0.010207147509958443	1.0	1.0	2.0
586000	0.6005544941389958	0.005947062648449415	1.0	1.0	2.0
587000	4.488073972295829	0.008612169288759894	1.0	1.0	2.0
588000	4.479191769925179	0.056067123755467456	1.0	1.0	2.0
589000	1.5670080389343861	0.004689861449670782	1.0	1.0	2.0
590000	4.814045336882972	0.11967291040970823	1.0	1.0	2.0
591000	0.902480107960893	3.090935036313083E-4	1.0	1.0	2.0
592000	1.816939733941632	0.028580771464151406	1.0	1.0	2.0
593000	1.457478269133539	0.003228931304764021	1.0	1.0	2.0
594000	2.4067685505193626	3.0122911067371E-4	1.0	1.0	2.0
595000	1.7829902420125097	0.04183350284470157	1.0	1.0	2.0
596000	1.7803220284627754	0.01072970843292468	1.0	1.0	2.0
597000	3.5310709793199044	0.0026073087955031057	1.0	1.0	2.0
598000	1.6979330203108092	0.004762080123917584	1.0	1.0	2.0
599000	1.7015960616588979	0.005272824793065245	1.0	1.0	2.0
600000	1.420251949392729	9.85322687570347E-4	1.0	1.0	2.0
601000	1.121246636374103	0.025659801612172038	1.0	1.0	2.0
602000	0.7969007395519	0.017905254096412547	1.0	1.0	2.0
603000	0.783913119165281	0.006738815366984956	1.0	1.0	2.0
604000	3.0151236271103627	0.04614639274364818	1.0	1.0	2.0
605000	0.9917906568236571	0.005406577214624672	1.0	1.0	2.0
606000	0.22484796820554245	0.003190220107470397	1.0	1.0	2.0
607000	1.980612360294784	0.04722532008853553	1.0	1.0	2.0
608000	2.0841673109435557	0.05911100542041199	1.0	1.0	2.0
609000	0.8871451240269623	0.02026413988578336	1.0	1.0	2.0
610000	1.541616027798387	0.014464501369343475	1.0	1.0	2.0
611000	1.3355585349908503	0.007283067235017932	1.0	1.0	2.0
612000	4.32125452827076	0.05045174555236773	1.0	1.0	2.0
613000	1.7341816323744434	0.012345485406901323	1.0	1.0	2.0
614000	1.8559535157463274	0.0017566113149691098	1.0	1.0	2.0
615000	1.9247917944647608	0.02287499150258605	1.0	1.0	2.0
616000	1.7921888323560102	0.012694461359291169	1.0	1.0	2.0
617000	2.313284660216792	0.005069852270676118	1.0	1.0	2.0
618000	1.2768604925601674	0.00572764794720382	1.0	1.0	2.0
619000	1.4738590011407822	0.01094092789896415	1.0	1.0	2.0
620000	1.0979889430328413	0.004051409164685862	1.0	1.0	2.0
621000	4.147529335124208	0.04611042652730447	1.0	1.0	2.0
622000	0.33611541217530155	0.006745717197283455	1.0	1.0	2.0
623000	1.3122718081851101	0.006648622724024954	1.0	1.0	2.0
624000	4.983485232035258	0.042862144529489804	1.0	1.0	2.0
625000	1.8893161492630473	0.054149246036325115	1.0	1.0	2.0
626000	3.2924513279335224	0.07151442657547641	1.0	1.0	2.0
627000	2.8752939774728485	0.001090464731226869	1.0	1.0	2.0
628000	1.7869059651424273	0.058666007722166354	1.0	1.0	2.0
629000	0.6641290148184057	0.015029855461146284	1.0	1.0	2.0
630000	1.563290798106049	5.570454392684195E-4	1.0	1.0	2.0
631000	3.6242784686618323	0.009002911583738732	1.0	1.0	2.0
632000	1.9017318649484976	0.0016332681040084566	1.0	1.0	2.0
633000	6.278498951805441	0.06069093260967702	1.0	1.0	2.0
634000	0.4157727754778236	0.0024005772085972377	1.0	1.0	2.0
635000	3.2145622700155125	0.04069820029385076	1.0	1.0	2.0
636000	0.25495312237397116	0.004471272484169718	1.0	1.0	2.0
637000	1.589351275125224	0.008559995717293203	1.0	1.0	2.0
638000	1.138229164760076	0.00478904922955287	1.0	1.0	2.0
639000	0.36835649281301275	1.741916787979081E-4	1.0	1.0	2.0
640000	2.055855358182914	0.003833459010718959	1.0	1.0	2.0
641000	1.6346966717900646	0.028082765617984472	1.0	1.0	2.0
642000	1.143926592479462	0.005336725406491486	1.0	1.0	2.0
643000	2.909864005298786	0.03298954784996084	1.0	1.0	2.0
644000	2.0969721363697387	0.05306802377413344	1.0	1.0	2.0
645000	1.0761744062395053	0.015573438202238356	1.0	1.0	2.0
646000	0.2173408321961303	0.003648161085410146	1.0	1.0	2.0
647000	2.546234638620382	0.005234312873567536	1.0	1.0	2.0
648000	2.6167255940475664	0.0373206861580435	1.0	1.0	2.0
649000	2.9507376494188575	0.037633897495920755	1.0	1.0	2.0
650000	0.8983924326033185	0.011244864521154661	1.0	1.0	2.0
651000	0.9432853603423794	8.400535027956938E-5	1.0	1.0	2.0
652000	1.5592643312104564	0.01573696885284963	1.0	1.0	2.0
653000	1.645891501690064	0.025501465924616697	1.0	1.0	2.0
654000	2.3872156212903537	0.08304757614555017	1.0	1.0	2.0
655000	2.8734001707690155	0.033071663229543934	1.0	1.0	2.0
656000	2.5953399390392775	0.06094253595618579	1.0	1.0	2.0
657000	2.194491798466028	0.006491708571383819	1.0	1.0	2.0
658000	0.6821646126314617	0.0033768833835179837	1.0	1.0	2.0
659000	1.8464765440013848	0.01748181888984674	1.0	1.0	2.0
660000	1.2817910659794658	0.013655739705801782	1.0	1.0	2.0
661000	1.8789321638572112	0.05697204633425039	1.0	1.0	2.0
662000	0.7274886865469724	0.005431983023713702	1.0	1.0	2.0
663000	1.7561527740056286	0.0019008958694669033	1.0	1.0	2.0
664000	1.2400517589769287	0.06936049625446146	1.0	1.0	2.0
665000	0.08430115495749388	2.7846658938205493E-4	1.0	1.0	2.0
666000	0.9813426562342037	8.396577779894533E-4	1.0	1.0	2.0
667000	2.586451271650188	0.010881021671711606	1.0	1.0	2.0
668000	1.3846178487935166	0.01871628861537931	1.0	1.0	2.0
669000	1.5088508933778197	0.005368342643600128	1.0	1.0	2.0
670000	0.208813409092276	0.0031558505126650757	1.0	1.0	2.0
671000	6.751153834025544	0.10830950261699011	1.0	1.0	2.0
672000	2.1055169575408	1.357750649908904E-4	1.0	1.0	2.0
673000	5.4804704247906635	0.25568266875144063	1.0	1.0	2.0
674000	1.4460063341547058	0.006790828273500289	1.0	1.0	2.0
675000	0.32705533280998333	0.0018001817675583492	1.0	1.0	2.0
676000	1.838421872199115	0.003485446705993076	1.0	1.0	2.0
677000	0.822266845470341	0.0074769873992968925	1.0	1.0	2.0
678000	1.5532781957406985	0.05174564207861996	1.0	1.0	2.0
679000	2.0795087748429077	0.0051431761875026984	1.0	1.0	2.0
680000	3.7666650925044953	0.029982768688211394	1.0	1.0	2.0
681000	0.8643147094752752	6.656567228446637E-4	1.0	1.0	2.0
682000	1.6976984828536845	0.011515675563383947	1.0	1.0	2.0
683000	0.9281178389290882	0.00514022080176344	1.0	1.0	2.0
684000	0.39470991667060495	0.006353053193270648	1.0	1.0	2.0
685000	8.753644061445305	0.23394339574453177	1.0	1.0	2.0
686000	0.8235507871950631	0.04959358267175503	1.0	1.0	2.0
687000	1.8851005984777407	0.013740865614023552	1.0	1.0	2.0
688000	0.37893395627358606	1.4001391202458276E-4	1.0	1.0	2.0
689000	1.7184730188123745	0.03377816495125365	1.0	1.0	2.0
690000	0.6410477539402202	0.03144623448916277	1.0	1.0	2.0
691000	1.1311796855589136	0.021549137011029184	1.0	1.0	2.0
692000	1.8019915727740163	0.014326086436214365	1.0	1.0	2.0
693000	3.562351102282257	0.010830262646632142	1.0	1.0	2.0
694000	0.8782293535424119	0.008623213383480597	1.0	1.0	2.0
695000	2.052027622136164	0.056313482878509735	1.0	1.0	2.0
696000	2.7064759509141587	0.004237595031998623	1.0	1.0	2.0
697000	1.6436127685889736	0.0019838535339128556	1.0	1.0	2.0
698000	2.4699798383526814	0.009598025969447664	1.0	1.0	2.0
699000	3.1150627504811297	0.02105420766102277	1.0	1.0	2.0
700000	1.247819645344463	0.007942920423723484	1.0	1.0	2.0
701000	1.4858226814620306	0.01472294761227551	1.0	1.0	2.0
702000	1.2353144521695805	0.02267711701747075	1.0	1.0	2.0
703000	1.7540801240245572	0.011245030842606883	1.0	1.0	2.0
704000	2.0428064963468753	0.0256776121355073	1.0	1.0	2.0
705000	2.8993504537313095	0.03699091847380064	1.0	1.0	2.0
706000	3.983145982611962	0.05415806276906588	1.0	1.0	2.0
707000	7.357457086749079	0.2274031225947328	1.0	1.0	2.0
708000	0.09971957695004932	3.1239157676671514E-4	1.0	1.0	2.0
709000	1.1789980927401895	0.014802330140295744	1.0	1.0	2.0
710000	1.2852735382028617	0.021602015988756898	1.0	1.0	2.0
711000	0.4366735771610392	0.009537163553542572	1.0	1.0	2.0
712000	0.6790235510927289	0.024969086169757078	1.0	1.0	2.0
713000	3.086609479491399	0.0419009227933389	1.0	1.0	2.0
714000	3.491172770173077	0.052339972459227245	1.0	1.0	2.0
715000	1.913495303020517	0.018949991054602742	1.0	1.0	2.0
716000	0.7121187368692737	0.0036839942372837117	1.0	1.0	2.0
717000	0.6187068349761232	9.406981481798217E-4	1.0	1.0	2.0
718000	0.8685809075022959	0.02094372420978979	1.0	1.0	2.0
719000	0.8694484603833722	0.007820224049200462	1.0	1.0	2.0
720000	1.928289424691114	0.013926766249151321	1.0	1.0	2.0
721000	5.098492538784688	0.006949332762896832	1.0	1.0	2.0
722000	1.9458091915936668	0.02638586669004471	1.0	1.0	2.0
723000	1.7722723452975522	0.015056102641096213	1.0	1.0	2.0
724000	1.4357231633623746	0.026937349952998613	1.0	1.0	2.0
725000	3.2762542329370743	0.14468957490216108	1.0	1.0	2.0
726000	3.2541010726072446	0.017128761441457408	1.0	1.0	2.0
727000	0.3313057821361127	0.004869495103099742	1.0	1.0	2.0
728000	1.1501276420200413	5.284779229206315E-5	1.0	1.0	2.0
729000	3.8408342411793504	0.015185058398349924	1.0	1.0	2.0
730000	1.7776993449714518	0.004949218253014023	1.0	1.0	2.0
731000	2.481016229435116	0.04463099523154085	1.0	1.0	2.0
732000	1.509135841432128	0.026674101338911415	1.0	1.0	2.0
733000	1.2183613412909735	0.0037919767442785757	1.0	1.0	2.0
734000	2.1812021060405624	0.0871409975299338	1.0	1.0	2.0
735000	4.379779554653207	0.06977332094128096	1.0	1.0	2.0
736000	0.8783547003685984	0.006271806866501592	1.0	1.0	2.0
737000	3.8920625210109465	0.005413099761773779	1.0	1.0	2.0
738000	2.505831734262526	0.11742066404210358	1.0	1.0	2.0
739000	2.0210582609430814	0.005476503672219462	1.0	1.0	2.0
740000	1.6506471406688756	0.0015834524802762256	1.0	1.0	2.0
741000	3.211932653298985	0.15098479752724936	1.0	1.0	2.0
742000	5.0054952659778	0.053825703689783004	1.0	1.0	2.0
743000	1.4176475851846826	0.022541733580898376	1.0	1.0	2.0
744000	2.9521513683774603	0.05008553786575641	1.0	1.0	2.0
745000	3.9257625566167076	0.03010776959993907	1.0	1.0	2.0
746000	2.453348349535266	0.009734680822969766	1.0	1.0	2.0
747000	1.525486042591728	0.016597882129821655	1.0	1.0	2.0
748000	2.24207848586348	0.036381771671978605	1.0	1.0	2.0
749000	2.546894694175168	0.012997628821612534	1.0	1.0	2.0
750000	5.470088635535573	0.01828715357674378	1.0	1.0	2.0
751000	2.249558842999046	0.023140995903905944	1.0	1.0	2.0
752000	0.9520861511310602	0.059415260396199446	1.0	1.0	2.0
753000	2.4077429405714974	0.028259938237162253	1.0	1.0	2.0
754000	4.1047562923214045	0.007790960745087981	1.0	1.0	2.0
755000	2.5902146926493406	0.02198045353384331	1.0	1.0	2.0
756000	1.8920530220175997	0.001678204318929071	1.0	1.0	2.0
757000	2.590762245623059	0.039156301485237556	1.0	1.0	2.0
758000	0.6106257926218409	0.0069495040302459225	1.0	1.0	2.0
759000	0.3153002172405188	0.007223375558487495	1.0	1.0	2.0
760000	3.238143498721832	0.029363309436538886	1.0	1.0	2.0
761000	2.396872121486338	0.09675449497563647	1.0	1.0	2.0
762000	5.1581675578273165	0.005579644280230718	1.0	1.0	2.0
763000	4.32046469758324	0.018573044019716396	1.0	1.0	2.0
764000	1.024489421450981	0.0015035851592908002	1.0	1.0	2.0
765000	3.879908930320956	0.08846651041260169	1.0	1.0	2.0
766000	1.8404216120356138	0.013857574108944823	1.0	1.0	2.0
767000	0.43052553667035687	0.006376097109935466	1.0	1.0	2.0
768000	0.5383182910412166	0.00927016473313877	1.0	1.0	2.0
769000	4.621018160644256	0.07891193619212605	1.0	1.0	2.0
770000	4.470118805821543	0.08511296122765702	1.0	1.0	2.0
771000	1.4950754050547266	0.055391340184249925	1.0	1.0	2.0
772000	0.6539854965550047	0.01389749278767889	1.0	1.0	2.0
773000	1.3199166237456812	0.0023923663531943487	1.0	1.0	2.0
774000	1.3283482733653413	0.01028944442883785	1.0	1.0	2.0
775000	1.4264710651636678	3.421022519482536E-4	1.0	1.0	2.0
776000	1.7153233532328211	0.008388885808879459	1.0	1.0	2.0
777000	2.3401409019099337	0.1156700797171426	1.0	1.0	2.0
778000	0.88082847450213	0.0019142928821895432	1.0	1.0	2.0
779000	3.605340601857432	0.00624475261147295	1.0	1.0	2.0
780000	0.9937660504753072	0.012182321313259737	1.0	1.0	2.0
781000	2.2011627501742095	0.001083200526295657	1.0	1.0	2.0
782000	1.8186175021367603	0.003943631766636332	1.0	1.0	2.0
783000	0.4304991555308361	0.009467056478664328	1.0	1.0	2.0
784000	0.4334814310684337	0.0020530395131386023	1.0	1.0	2.0
785000	2.0615392562228894	0.013381022673062652	1.0	1.0	2.0
786000	0.6928112108948842	0.01697601526709515	1.0	1.0	2.0
787000	0.6518395995283854	0.013488784856086799	1.0	1.0	2.0
788000	1.0487251706300975	0.0074457848412869815	1.0	1.0	2.0
789000	1.6964755330648	0.07451259917947657	1.0	1.0	2.0
790000	0.9590164424696546	0.009179544786497934	1.0	1.0	2.0
791000	3.3558464518106885	0.03621112463711561	1.0	1.0	2.0
792000	3.4363688875500733	0.06849436822445217	1.0	1.0	2.0
793000	2.3186207244323787	0.05474633475578763	1.0	1.0	2.0
794000	2.7462013301101336	0.07703373945566767	1.0	1.0	2.0
795000	3.7303938537513637	0.01970486751134155	1.0	1.0	2.0
796000	2.275427171319456	0.007937794804944016	1.0	1.0	2.0
797000	1.4393510840472965	0.009542300728019426	1.0	1.0	2.0
798000	0.9103185668164332	0.006700550711878212	1.0	1.0	2.0
799000	3.4167970502843787	0.01581379281035627	1.0	1.0	2.0
800000	1.0853734138281725	0.018514648398730023	1.0	1.0	2.0
801000	0.18756334068956299	0.010227164472649767	1.0	1.0	2.0
802000	1.6416581192735074	0.01326500594995239	1.0	1.0	2.0
803000	1.0888816468652813	0.01382767416111144	1.0	1.0	2.0
804000	2.996062432215108	0.01856385145843306	1.0	1.0	2.0
805000	0.39607890837843934	2.0489325585421506E-4	1.0	1.0	2.0
806000	1.1333714186263268	0.003448102662231852	1.0	1.0	2.0
807000	2.070447323379007	0.058629022983028925	1.0	1.0	2.0
808000	2.026861410001359	0.0038165526018009406	1.0	1.0	2.0
809000	2.022760690320988	0.010780391771839917	1.0	1.0	2.0
810000	1.3037957943552416	0.016254508189003637	1.0	1.0	2.0
811000	3.8757776586043287	0.1286691798437396	1.0	1.0	2.0
812000	1.6484426064087105	0.02797879861103846	1.0	1.0	2.0
813000	2.2210128796915396	0.042256358492067346	1.0	1.0	2.0
814000	2.628786547418639	0.007852974020456902	1.0	1.0	2.0
815000	5.125281965784585	0.06793662389201789	1.0	1.0	2.0
816000	3.6224751224674128	0.010365453758575139	1.0	1.0	2.0
817000	4.583096030559531	0.03498300540312966	1.0	1.0	2.0
818000	1.9636310544403313	0.014224023444923179	1.0	1.0	2.0
819000	0.7037487397794937	0.002338819369706567	1.0	1.0	2.0
820000	1.4740129251757272	0.0366832382049509	1.0	1.0	2.0
821000	2.2567000730241924	0.01748520736397751	1.0	1.0	2.0
